p_id,review,review_en
b2811,최고예요,It's the best.
g189,사장님 바뀌면서 천원에 네곡이던거 세곡으로 바뀜. 사장님 계실때 가면 서비스로 한두곡씩 주셔서 자주갔는데 아쉬움. 시설은 엄청 깨끗하고 기기도 새걸로 바뀌었음.,"When the boss changed, it changed from 1,000 won to three songs. I often went there because they gave me one or two songs for free when the boss was there, but the facilities were very clean and the equipment was changed to a new one."
f269,이집 칵테일도 너무시고 맥주잔에 성의없이 담아주고 기본과자하나안나와요 다신 안오려구요^^,"This cocktail is too much, and I'll put it in the beer glass without sincerity, and I won't have any basic snacks, so I won't come again.^^"
f1910,너무 시끄럽고 (건물 밖에서 나는 거리 소음이나 복도에서 알바생 대화하는 소리 전부) 장비가 다 구림.. 음식도 뭐딱히 없고 그냥 카페라기보단 공간대여 정도수준 ,"It's too loud. There's not much food, and it's more like a space than a cafe."
f24,"정말 최고에요!!! 건대에서 가본 곳 중에 가장 만족했어요~ 가격도 무난하고 오랫동안 놀아도 생각보다 돈이 적게나와요! 들어갈때 음료수 하나는 무조건 먹어야하지만 입장료라고 생각해도 될 듯 합니다 ~ 
항상 직원들이 게임에 대해서 설명을 해주기때문에 아는 게임이 별로 없더라도 쉽게 즐길 수 있어서 정말 좋아요 !! 보드게임들의 상태도 보관이 잘 되어있어 깨끗하고 새거같아서 시간가는줄 모르고 즐길 수 있습니다 접기",
c126,문닫았어요,It's closed.
b40,최고예요. 좋아요. 현대카드 M3 카드 무료주차 09:00 ~ 21:00 (11월~03월) 09:00 ~ 23:00 (04월~10월),It's the best. Good. Free parking for Hyundai Card M3 Card 09:00 to 21:00 (November to March) 09:00 to 23:00 (April to October).
b78,벚꽃 ,cherry blossom petals
g912,알바 싸가지 미쳤네 ㅋㅋ,You're crazy.
b47,좋아요. 보통이에요. 어릴때 물담그고 방학이면 여름방학독서교실~,"Okay, it's normal. When I was young, I used to use the water. If it's vacation, it's summer vacation reading class."
d11,"수멀티방 방문감사합니다. 버스터미널 근처에서 이정도 가격에 독립성 보장되는 시간 보낼수 있는건 좋을수 있지만, 할게 없어도 너무 없음. 와이파이 비번은 받았지만 감도가 낮아서 못쓰겠고. 콘솔이든 영화든 콘텐츠가 부족함. 결국 할건 영화틀어놓는거 말고는 없는데 가성비 측면에서는 좋은 평가 주기 간당간당함","Thank you for visiting the Sumultibang. It would be nice to spend a time near the bus terminal that guarantees independence at this price, but there is nothing to do. I got a Wi-Fi password, but I can't use it because of the low sensitivity. Lack of content, whether it's a console or a movie. In the end, there's nothing else to do but play a movie, but in terms of cost-effectiveness, a good evaluation cycle is just about right."
f23,넘친절하시고 까페가 이뻐요 맛도굿굿. 여기 분위기도 좋고 깔끔하고 무엇보다 친절하네요~~. 음료 깔끔. 친절. 보드게임 구성품이 중간중간 비어있기도 함.. 시간 제한 없어서 좋아요 여친이 종류가 별로 없다고 하요. 최고예요,"He's so kind and the cafe is pretty. Good. The atmosphere here is nice, clean, and above all, kind. Nice drink. Kind. Some board game components are empty. I'm glad there's no time limit. They say there aren't many kinds of girlfriends. It's the best."
g111,"서비스도 주시고 아저씨 친절하세요. 사장님의 친절함, 청결함, 서비스 최고...기분 좋으면 써비스 곡도...","They also give you a service and you're kind. Your kindness, cleanliness, service is the best...If you're happy, then you can play a service song."
d18,"어린 동생들 데리고 갔는데 나름 한적하고 좋았음  과자 는 별로 없고,탄산음료 고장났다고... 냉장고 음료는 현찰만 가능하다라;  편의점서 사다 먹음.. 잠시 쉬러 멀티방에갔는데 정말 편안히 쉬었구요  심심해서 게임도 했는데 너무너무재밌구 시설도좋고 스낵바도 맛있구 자주자주방문하게될거같아요. 처음으로 멀티방 와봤는데 시간 떼우기에도 좋고 남자친구랑 둘이 영화보기에도 편하고 좋았어요ㅋㅋㅋㅋㅋ. 위게임 처음해봤는데 대박 재미있어요 그리고 인터넷도 되고 노래방도 되고 영화도 보고..친구랑 만나면 맨날 카페갔는데 이번에 다른거 해보자 해서 갔다가 완전 반했음ㅋ 시설도 나쁘지 않고 일단 팝콘 맛나요 ㅋㅋ. 멀티방은 처음 가봤는데 참 좋았습니다 위게임도 되고 팝콘이랑 과자 음료수도 있어서 행복했어요ㅋㅋㅋㅋㅋ. 여기 키티방 너무 이뻐요~ 날씨가 너무 더워서 시원한 곳 찾다가 갔었는데 에어컨 빵빵하게 틀어 놓고 영화도 보고 인터넷도 하고 친구랑 실컷 놀다 왔네요. 코코펀 가져가니 할인도 되고 부담없어 더 좋았어여~~~. 신촌에 많은 멀티방들을 다녀봤지만, 엠플레이는 단연 최고인듯해요ㅎㅎ 시설도 그렇고 직원분들 서비스 마인드도 좋구,,^^ 이래저래 잘 놀고온거같아요 추천 꽝꽝. 엠플레이는 어느 지역을 가도 정말 친절한거 같아요~~ 그리고 가격이 정말 착해서 부담없이 놀다가기도 좋구 ㅎㅎㅎㅎㅎ. 가격이 쌉니다. 할인 되는 부분이 많다보니 상황에 따라 입맛에 맞게 고를 수 있어서 좋습니다. 직원들도 개념있구요. 위게임시디도 전에 없길래 건의 한 번 했더니 다음에 바로 사왔더라고요. 좋습니다. 잘 놀다 갑니다.. 편하고 좋음. 가격도 싸고 직원분도 친절함. 근데 방이 쫌 작아서 1점 감점 ㅋㅋ","I took my little brothers, but if they were quiet and good, there were not many snacks, and the soda was broken. Refrigerator drinks are cash only; I bought them at a convenience store. I went to a multi-room to take a rest for a while. I rested very comfortably. I played games because I was bored. It was so much fun, the facilities were good, the snack bar was good, and I think I'll visit often. It was my first time in a multi-room, and it was nice to watch a movie with my boyfriend.It's my first time playing Wii game and it's so much fun. And internet, karaoke, movies...I always went to a cafe when I met my friend, but I fell in love with him because he wanted to try something else this time. The facilities are not bad and it tastes like popcorn. I've never been to a multi-room before, and it was great. I was happy to play Wii games and have popcorn, snacks, and drinks.This kitty room is so pretty. The weather was so hot that I was looking for a cool place, but I turned on the air conditioner, watched a movie, did the internet, and played with my friend as much as I could. It was even better to take Coco Punch and get a discount. I've been to a lot of multi-rooms in Sinchon, but MPlay seems to be the best. The facilities and employees have a good service mind, and I think I had a good time. Recommendation, boom boom. I think MPlay is very kind wherever you go. And the price is so nice that it's good to play around without any burden. The price is cheap. Since there are many areas where discounts are offered, it's good that you can choose according to your taste. The staff has a concept. We didn't have We Game CD before, so I made a suggestion and they bought it right after. All right. I had a great time. Comfortable and good. It's cheap and the staff is kind. But the room is a little small, so one point is deducted."
d27,다신안감.... 쫌 별로네요 제 방이 구린건지 스피커도 별로고 키보드 마우스도 먼가 안좋네요 가격더 다른곳이랑 비슷하고 서비스도 비슷한데 다른댄 없는서비스 하는것마냥 얘기하네요,"I don't like it. I don't like it. I don't like the speaker, I don't like the keyboard mouse. The price is similar to that of other places, and the service is similar, but you talk like you don't have other services."
f15,매장 분위기도 좋고 게임도 다양해서 좋았는데 제일 좋았던건 사장님이랑 직원분들이 정말 열정적이어서 좋았어요 ㅋㅋㅋ 설명 잘하는 집이라고 뭐 앞에 쓸만하네요 담에 또 갑니다.  . 원래 보드게임 안좋아했는데 대기할곳이 없어서 잠시 갔다가 하루일정 다날린 곳이네요 ㅎㅎㅎ부르마블충인데 글로벌 보드게임까지 6시간을 하다왔어요 ㅋㅋㅋㅋ사장님 가게운영하시는 말빨에 시간가는줄 몰랐어요 ㅋㅋㅋㅋ좋아하는 게임 장르? 만 말해줘도 니즈에 맞춰서 딱딱 가져와주세요ㅎㅎ단점은 시간가는줄 몰라서 일정을 소화할수가 없다는거에요. 마치 드래곤볼 시간의방.. 매장도 쾌적하고 설명을 너무 재밌게 해주셨어요. 게임 종류도 많고 친구들이랑 재미있게 놀다갑니다. 다음에 또 올게요~. 내부 인테리어 아기자기하고 설명 굉장히 친절하게 해주셔서 좋았어요!!!,"I liked the atmosphere of the store and the variety of games, but the best thing was that the CEO and the staff were so passionate. It's a good place to explain well. I'll go again next time.  I didn't like board games, but I didn't have a place to wait, so I went there for a day. It's a place where I lost my schedule. It's called Burmavlung, but I've been playing global board games for six hours. Mr. President, I didn't know time was passing by because you were running a store. What is your favorite game genre? Just tell me and bring it to meet my needs.The downside is that I can't manage my schedule because I don't know how time is passing. It's like the Dragon Ball Time Room. The store was very pleasant and the explanation was very interesting. There are many kinds of games and I have fun with my friends. I'll be back next time. It was nice because the interior was cute and explained very kindly!!!"
f233,여기 망햇어요?갈려는데 불도 다꺼져잇고 퀘퀘한냄새나요. 지하에 환기도 잘 안되어서 공기도 별로고 다녀온 후로 간지럽고 긁어서 피부과까지 다녀왔어요 조심하세요,"Is this place ruined?It's about to be ground, but the fire is all gone and it smells quaint. The air wasn't good in the basement, so the air wasn't good, and after I came back, I was itchy and scratched to the dermatologist. Be careful."
b71,"공원 입구가 어디죠 ㅜㅠ 지금 공사중인건가요?. 유모차 끌고 산책다녀오기 좋다 솔솔 풍기는 허브향을 맡으며 바람쐬면 good. 좋아요. 김밥 싸들고 소픙가기 좋은곳. 밤에 가도 좋은, 허브향 풍기는 공원","Where is the entrance to the park? Is it under construction? It's good to take a stroll in a stroller, smell the herbs, and get some fresh air. A good place to pack kimbap and go to a picnic. a herb-scented park"
g315,사장님 대박,"Mr. President, you're awesome."
b49,도보통로에 자전거를 끌고 가라는 안내 문구는 이곳이 가장 마음에 들게 하는 부분이네요 어릴때부터 자녀에게 가르쳐야할 중요한 점이지요 그런데 그런 문구가 있는데도 다른 사람의 불편과 위험도 아랑곳않고 타고 다니는 돼먹지못한 인간이 있네요. Muy precioso!. 최고예요. 머문자리도 아름다운 시민이 되요 우리^^,"This is the part of the guide that says, ""Take your bike to the walking path."" This is the part that I like the most, and it's important to teach my children from an early age, but there's a person who can't handle the inconvenience and danger of others. Muy precioso! The best. Even the place to stay becomes a beautiful citizen."
a812,깨끗하고 분위기도 좋고 가격도 저렴해서 만족합니다 사장님도 엄청 친절해요!!!!,I am satisfied with the clean atmosphere and low price. The boss is very kind too!!!
e213,4번갔어요 ㅋㅋ. 왜 리뷰가 없죠 여기 꿀잼인데,I went to number four. Why don't you have a review? It's so much fun here.
g312,최고예요,It's the best.
b2414,추억에 장소. 유치원때 친구와 같이 놀았던 기억이 남는... 근린공원이라 불리었었는데 바뀌었네,"A place in my memory. I remember playing with my friend in kindergarten. It used to be called Neighborhood Park, but it changed."
f234,일이 너무 힘들어서 그러시는 거라고 이해하려 해도 불친절한 서비스 때문에 기분이 좀 상하는 건 어쩔 수 없네요ㅠ. 불친절함. 여긴 다좋은데 화장실관리가 너무 안되어있다 세면대에 날파리죽어있고.. 옆에 수건은 왜걸려있는건가요 설마 모든사람과 수건을 공유하여 쓰라는건가.. 화장실이전체적으로 지저분한느낌,"I can't help but feel a little offended by the unkind service, even if I try to understand that you're having a hard time working. Unkindness. Everything is good here, but the bathroom is too poorly managed. There's a fly dead in the sink. Why is the towel hanging next to you? Do you want me to share a towel with everyone? a gross dirty feeling in the bathroom"
c110,분위기 좋구 나름 좋았어요 근데 개비싸긴 함. 만화책이 생각보다 적고 향 냄새에 취할듯 만화방인데 너무 추워서 한시간 앉아있고 나옴 주말엔 자리요금도 내야해요 나갈땐 먹은 음식은 카운터에 정리해서 반납해야해요  만화 보다보니 직원분이 만화보는 자리에서 라면 먹고 누워서 주무시더라구요 손님분들이 자리찾으려다 그냥 가시는걸 몇번 봤어요. 책 종류도 진심 너무 적고 믿겨지지않는 비싼 자리값... 심슨 좋아하는 사람은 가볼만해요! 인테리어보고 사진찍고ㅎㅎ 하지만 두번 가지는 않을 듯 해요. 보통이에요. 1인당 한시간 5천원에 1인음료나 메뉴 필수선택 ㅋㅋㅋㅋㅋㅋㅋㅋ 그닥 친절하지도 않은 직원분 무뚝뚝... 볼만화는 거의없어요 남자취향만화  순정만화 없음 자리값이네요 넘 추워서 들어갓다가 한시간만에 나옴,"The atmosphere was good. It was pretty good. But it's cheap. It's a comic book cafe with less comic books than I thought, and it's so cold that I have to pay for my seat on the weekend. When you go out, you have to put your food at the counter and return it.  I saw an employee lying down after eating ramen at a cartoon. I've seen a couple of customers just go looking for a seat. The book type is too small to be true and the price of an unbelievable expensive seat... People who like Simpson are worth a visit! I look at the interior and take pictures, but I don't think I'll go twice. It's normal. Each person has to choose a drink or menu for an hour and 5,000 won. LOL. The staff who is not very kind... There's almost no such thing Man's favorite comic book. No comic book. It's a seat price. It's so cold that it comes out in an hour."
c173,사장님이 친절하시고 밥이 맛있어요 그리고 아이스티도 서비스로 주셨어요♥~~ 진짜 최고. 편안하고 떡볶이가.. 맛있음 ㅎㅎ. 사장님이 설명도 잘 해주시고 친절하세요.. 조용히 책보기는 좋은데 책이 별로 없슴...  쩐의전쟁 없어서 못봄...  걍 여행책 보다가 옴.  규모는 넓지 않음... 더구나 한쪽은 뭐 정리한다고 집기류 같은거 쌓아놨슴... 별로 고객을 위한 배려는 없는듯.... 사장님 친절.,"The boss is kind and the rice is delicious. And iced tea for free.You're the best. It's comfortable and tteokbokki is... Delicious. The boss is good at explaining and kind. I like reading books quietly, but I don't have many...  I can't see it because there's no war between the War...  I was just reading a travel book.  Size is not wide... Moreover, one side has a pile of furniture to clean up something... I don't think we have much consideration for our customers. Kindness to the boss."
b15,"최고예요. 최고예요. 최고예요. 최고예요. 저는 왜 이동네 사람이 아닐까요. 솜사탕 너무 비싸 . 좋아요. 바람이 샤아아. 좋아요. 좋은 곳이에요. 최고예요. 최고예요. 좋아요. 좋아요. 한적한곳이여서 조용해요. 보통이에요. 최고예요. Strolling. 보통이에요. 최고예요. 9/10. 좋아요. 좋아요. 보통이에요. 보통이에요. 9/10. 좋아요. 좋아요. 보통이에요. 보통이에요. 보통이에요. 참 큰 공원. 봄에 김밥 싸들고 소풍가기 좋은 곳. 좋아요. 최고예요. 우리동네 보물. :D. 조금 아쉬워요. 최고예요. Our goto place. 인적드문 주말 ""이른"" 아침에 공원한바퀴 풀냄새맡으며 살짝 라이딩하고, 소보루빵+커피 한잔 마시기에 딱 좋다.. 산책코스. 가족들과 나들이~~늦가을 단풍.은행나무보며 산책코스~~힐링. 최고다. 928. 간만에 올공산책 바람도 시원하고 날씨도 죠앙♥. 여긴 나에게 GMF을 하는 곳으로만!. 매년 야외 콘서트 즐기러 가는 울동네에서 가까운 공원. 소풍가기 좋은곳!. 벌써 추억이 된 그랜드 민트 페스티벌 내가 좋아하는 걸 많이 잊고 살았구나 싶어서 두장 남은 달력이 아쉽고. 사진만 봐도 조으다 조으다*_* 꺄. GMF !. 올림픽공원. 보통이에요. 참 큰 공원. 봄에 김밥 싸들고 소풍가기 좋은 곳. 좋아요. 최고예요. 보통이에요. 참 큰 공원. 봄에 김밥 싸들고 소풍가기 좋은 곳. 좋아요. 최고예요. 우리동네 보물. :D. 조금 아쉬워요. 최고예요. Our goto place. 인적드문 주말 ""이른"" 아침에 공원한바퀴 풀냄새맡으며 살짝 라이딩하고, 소보루빵+커피 한잔 마시기에 딱 좋다.. 산책코스. 가족들과 나들이~~늦가을 단풍.은행나무보며 산책코스~~힐링. 최고다. 928. 간만에 올공산책 바람도 시원하고 날씨도 죠앙♥. 여긴 나에게 GMF을 하는 곳으로만!. 매년 야외 콘서트 즐기러 가는 울동네에서 가까운 공원. 소풍가기 좋은곳!. 벌써 추억이 된 그랜드 민트 페스티벌 내가 좋아하는 걸 많이 잊고 살았구나 싶어서 두장 남은 달력이 아쉽고. 사진만 봐도 조으다 조으다*_* 꺄. GMF !. 올림픽공원. 보통이에요. 참 큰 공원. 봄에 김밥 싸들고 소풍가기 좋은 곳. 좋아요. 최고예요. 보통이에요. 참 큰 공원. 봄에 김밥 싸들고 소풍가기 좋은 곳. 좋아요. 최고예요. 우리동네 보물. :D. 조금 아쉬워요. 최고예요. Our goto place. 인적드문 주말 ""이른"" 아침에 공원한바퀴 풀냄새맡으며 살짝 라이딩하고, 소보루빵+커피 한잔 마시기에 딱 좋다.. 산책코스. 가족들과 나들이~~늦가을 단풍.은행나무보며 산책코스~~힐링. 최고다. 928. 간만에 올공산책 바람도 시원하고 날씨도 죠앙♥. 여긴 나에게 GMF을 하는 곳으로만!. 매년 야외 콘서트 즐기러 가는 울동네에서 가까운 공원. 소풍가기 좋은곳!. 벌써 추억이 된 그랜드 민트 페스티벌 내가 좋아하는 걸 많이 잊고 살았구나 싶어서 두장 남은 달력이 아쉽고. 사진만 봐도 조으다 조으다*_* 꺄. GMF !. 올림픽공원. 보통이에요. 참 큰 공원. 봄에 김밥 싸들고 소풍가기 좋은 곳. 좋아요. 최고예요. 보통이에요. 참 큰 공원. 봄에 김밥 싸들고 소풍가기 좋은 곳. 좋아요. 최고예요. 우리동네 보물. :D. 조금 아쉬워요. 최고예요. Our goto place. 인적드문 주말 ""이른"" 아침에 공원한바퀴 풀냄새맡으며 살짝 라이딩하고, 소보루빵+커피 한잔 마시기에 딱 좋다.. 산책코스. 가족들과 나들이~~늦가을 단풍.은행나무보며 산책코스~~힐링. 최고다. 928. 간만에 올공산책 바람도 시원하고 날씨도 죠앙♥",
f1710,"최악 서비스 최악 융통성 하나도 없음. 명불허전 홍대 최고 방탈출 카페. 싸이코메트리 강추합니다.  직원분들 사무적인 태도는 어쩔 수 없다 생각하고, 필요한 설명은 다 해주셔서 괜찮았어요! . 한 여자직원 진짜 불친절의 끝판왕. 물어보면 짜증내는 말투에 설명도 귀찮아서 해주는 티 팍팍.. 빨리 끝내고 싶어서인지 말 못 알아듣게 랩함.. 아웃싸이더보다 빨라... 기분좋게 방탈출하러와서 이 직원땜에 기분 다 망침..  . 세르게이도 하기 의견에 동조. 남사장인지 남직원인지 서비스 최악. 본인이 서비스를 제공한다는걸 좀 깨달았으면. 웬만해서는 비추후기 안쓰는데... 직원 불친절때문에 방태기 와서 몇달간 방탈출 쉬었음. 그 후 다른 방탈출 간만에 하고 너무 비교되서 적는 후기.
설명도 무뚝뚝하고 초보자라고 하니 다른 테마 이용할 것을 권유하길래 그냥 테마만 즐기면 된다고 했더니 탐탁치 않은 표정... 내 돈 내고 내가 탈출 못해도 된다는데 왜 본인이 떨떠름해 하시는지는 모르겠지만 일단 설명 듣고 방 입장함.
라이브 테마 이용했는데 장치 예민도가 극악수준... 들어가기 전 미리 고지를 받았으나 살짝 돌리는 정도나 내려놓는 정도로 장치가 작동을 안하는거면 장치 문제 아닌가 싶은데 왜 대놓고 빡친 표정을 짓고 한숨을 쉬시는건지... 아 씨 이러는 것도 들음 잘못 들은줄?
탈출 실패해서 스토리 설명 장치 이용방법 듣는데 내내 눈치만 보다 나옴. 본인 생각에만 살살 한거 아니냐 할까봐 노파심에 덧붙이는데 악력 8-11에 근력량 부족이라 세게 하고 싶어도 못합니다...............
눈 똘망한 직원은 싹싹하고 친절하던데 이 직원이 처음부터 끝까지 설명해주는거 아니면 그냥 나오시는게 마음이 편하실 듯.접기. 최악 서비스 최악 융통성 하나도 없음. 명불허전 홍대 최고 방탈출 카페. 싸이코메트리 강추합니다.  직원분들 사무적인 태도는 어쩔 수 없다 생각하고, 필요한 설명은 다 해주셔서 괜찮았어요! . 한 여자직원 진짜 불친절의 끝판왕. 물어보면 짜증내는 말투에 설명도 귀찮아서 해주는 티 팍팍.. 빨리 끝내고 싶어서인지 말 못 알아듣게 랩함.. 아웃싸이더보다 빨라... 기분좋게 방탈출하러와서 이 직원땜에 기분 다 망침..  . 세르게이도 하기 의견에 동조. 남사장인지 남직원인지 서비스 최악. 본인이 서비스를 제공한다는걸 좀 깨달았으면. 웬만해서는 비추후기 안쓰는데... 직원 불친절때문에 방태기 와서 몇달간 방탈출 쉬었음. 그 후 다른 방탈출 간만에 하고 너무 비교되서 적는 후기. 설명도 무뚝뚝하고 초보자라고 하니 다른 테마 이용할 것을 권유하길래 그냥 테마만 즐기면 된다고 했더니 탐탁치 않은 표정... 내 돈...더보기",
b2013,최고예요,It's the best.
c187,좋아요,Okay.
f268,오예썸타야지,Oyesum tayaji
g188,"천원 다섯곡 금영,태진 둘 다 있음 방많음 추움 리모컨 방3개 다 제대로 안됨","Five thousand won songs, Geumyeong and Taejin are both available, it's cold, and all three remote control rooms are not working properly"
g1911,관리 하나도 안됨 더러움,Not managed at all Dirty
b258,최고예요. 최고예요,It's the best. It's the best.
c180,비싸지만 편하고 만화책이 엄청 다양해서 좋음. 관리 잘되구 쾌적해요 흡연실이 건물옥상인건 단점. 가격이 5000원이나 올랐음 ㅠ. 최고예요. 먹짱,"It's expensive, but I like it because it's comfortable and there are so many comic books. It's well managed and comfortable. The downside is that the smoking room is on the roof of the building. The price has gone up by 5000 won. You're the best."
b2014,보통이에요,It's normal.
e613,노원 방탈출은 다가봤는데 여기가 진짜 제일 괜찮음 스토리도 있고 재밌고 직원도 친절하네요~!!  서비스 주셔서 리뷰남기는거 아님요~ 진짜 재밌어요!! ㅎ 직원분도 귀여우시고 친절함 짱! ㅎ 재밌었네요~~. 데이뚜데이뚜첫데이뚜,"I've come to Nowon Room Escape, and there's a story that's the best here, and it's fun and the staff is kind!  I'm not leaving a review because you gave me a service. It's so much fun! The staff is so cute and kind! It was fun. Datu Datu First Datu"
g144,"1.18일 여기서 카드지갑 도난당했습니다.
CCTV확인 요청 문자드렸는데 주인장으로터 회신 일절없었고 결국 경찰분들 돌려보내야했습니다.

방문할때마다 무인시스템인듯하고 평소 관리가 전혀 안되는것같다.. 싶었지만 고객이 물건도난 당했는데도 무관심한 곳은 처음 봤어요.

그리고 가져간 사람아. 그거 보증서랑 케이스도 없어서 수리안돼요.
어차피 가죽이라 닳을텐데 중고로 파시게요? 누가 그걸 믿고 사요; 지갑이야 또 사면 그만인데 참... 누군지몰라도 인생을 대하는 마인드가 하찮네요.접기. 천원에 세곡, 생수 천원 ;ㅡ; 게다가 너무 더워요!",
