p_id,p_name,address,tags,open_time,open_day,category,price,p_rate,link
586,금강제화 (강남본점),강남구,#관광지#쇼핑,,,1.0,,,
587,자라 (영플라자점),중구,#관광지#쇼핑,,,1.0,,,
594,롯데월드 언더씨킹덤,은평구,#관광지#놀이기구#롯데월드언더씨킹덤#미세먼지_피하는_실내여행#실내관광지,,,1.0,,,
599,보라매안전체험관,동작구,#가족여행#관광지#미세먼지_피하는_실내여행#박물관#보라매안전체험관,,,1.0,,,
600,서울 중구문화원,중구,#관광지#문화시설#문화원#문화행사#서울중구문화원#수도권,,,1.0,,,
604,축구전시관,종로구,#관광지#문화시설#박물관#사계절#수도권#실내여행지#아이와함께,,,1.0,,,
607,구 서울대학교 본관,종로구,#관광지#구서울대학교본관#근대문화유산#서울대학교#역사#역사공부,,,1.0,,,
608,한국예절문화원,마포구,#관광지#문화시설,,,1.0,,,
609,세종대학교박물관,광진구,#관광지#문화시설,,,1.0,,,
610,마로니에극장,종로구,#관광지#마로니에극장#문화시설#소극장#수도권#연극,,,1.0,,,
611,몽골 울란바타르 문화진흥원,광진구,#관광지#문화시설,,,1.0,,,
612,갤러리 마노,강남구,#관광지#문화시설,,,1.0,,,
613,대학로 두레홀 4관,종로구,#관광지#문화시설,,,1.0,,,
614,갤러리 서림,강남구,#관광지#문화시설,,,1.0,,,
615,동덕아트갤러리,종로구,#관광지#문화시설,,,1.0,,,
616,갤러리 한,종로구,#관광지#문화시설,,,1.0,,,
619,통인가게(통인화랑),종로구,#관광지#문화시설,,,1.0,,,
620,갤러리 나우,종로구,#관광지#문화시설,,,1.0,,,
621,하나로갤러리,종로구,#관광지#문화시설,,,1.0,,,
622,이한열박물관,마포구,#관광지#문화시설,,,1.0,,,
623,인사미술공간,종로구,#관광지#문화시설,,,1.0,,,
624,갤러리 아트사이드,종로구,#관광지#문화시설,,,1.0,,,
625,국가정보원 안보전시관,서초구,#관광지#문화시설,,,1.0,,,
626,신한갤러리(광화문),중구,#관광지#문화시설,,,1.0,,,
627,청작화랑,강남구,#관광지#문화시설,,,1.0,,,
628,UM갤러리,강남구,#관광지#문화시설,,,1.0,,,
629,모인화랑,종로구,#관광지#문화시설,,,1.0,,,
630,여의천,서초구,#관광지#수도권#여의천#자연,,,1.0,,,
632,창희보석예술관,강남구,#관광지#문화시설,,,1.0,,,
633,종로문화원,종로구,#관광지#문화시설#문화원#수도권#종로문화원,,,1.0,,,
634,유관순기념관(서울),중구,#3·1운동_100주년_여행지추천#가족과함께#관광지#기념관#문화시설,,,1.0,,,
636,어반아트,강남구,#갤러리#관광지#문화시설#미술관#수도권#어반아트,,,1.0,,,
637,전통염료식물원,용산구,#관광지#자연,,,1.0,,,
638,암사생태공원,강동구,#관광지#자연,,,1.0,,,
639,방이동 생태경관 보전지역,송파구,#관광지#방이동생태경관보전지역#생태#수도권#자연,,,1.0,,,
640,재활용창작품상설전시관,양천구,#관광지#문화시설#수도권#재활용#재활용관광지#재활용창작품상설전시관,,,1.0,,,
641,갤러리 원,강남구,#갤러리#관광지#문화공간#문화시설#복합문화공간#열린문화공간#전시,,,1.0,,,
642,진화랑,종로구,#관광지#문화공간#문화시설#복합문화공간#열린문화공간#예술품#전시,,,1.0,,,
643,키미아트,종로구,#가족과함께#관광지#데이트#문화공간#문화시설#미술인#복합문화공간,,,1.0,,,
645,백해영갤러리,용산구,#갤러리#관광지#근대문화예술#문화시설#문화예술#문화예술#문화예술공간,,,1.0,,,
646,유 아트 스페이스,강남구,#관광지#문화공간#문화시설#미술품#상설전시#열린문화공간#전시작품,,,1.0,,,
647,김현주 갤러리,종로구,#관광지#문화공간#문화시설#미술관#미술인#복합문화공간#열린문화공간,,,1.0,,,
649,갤러리조선,종로구,#갤러리#공연/전시#관광지#문화시설#미술가#복합문화공간#열린문화공간,,,1.0,,,
650,박여숙화랑,강남구,#관광지#문화공간#문화시설#문화예술공간#미술관#미술인#복합문화공간,,,1.0,,,
651,상원미술관,종로구,#관광지#도심여행#문화시설#사계절#상원미술관#실내여행지#아이와함께,,,1.0,,,
652,갤러리 빔,종로구,#갤러리#관광지#문화공간#문화시설#미술관#복합문화공간#열린문화공간,,,1.0,,,
653,소극장 산울림,마포구,#공연#관광지#데이트#문화시설#문화예술#소극장#연극#연극단#연인과함께,,,1.0,,,
654,갤러리 뤼미에르,종로구,#관광지#문화공간#문화시설#문화예술#복합문화공간#열린문화공간,,,1.0,,,
655,갤러리에이엠,종로구,#갤러리#관광지#근대미술#근대미술관#문화공간#문화시설#문화예술,,,1.0,,,
656,연우소극장,종로구,#관광지#문화시설,,,1.0,,,
658,몽인아트스페이스,중구,#관광지#문화공간#문화시설#문화예술#문화예술창작공간#복합문화공간,,,1.0,,,
659,사루비아다방,종로구,#공연#관광지#문화공간#문화시설#문화예술#복합문화공간#열린문화공간,,,1.0,,,
660,갤러리 아트링크,종로구,#관광지#데이트#문화공간#문화시설#문화예술#복합문화공간#열린문화공간,,,1.0,,,
663,갤러리 스클로,중구,#관광지#문화공간#문화시설#문화예술#복합문화공간#소장품#소장품,,,1.0,,,
664,갤러리 룩스,종로구,#관광지#문화공간#문화시설#문화예술#미술품#복합문화공간#열린문화공간,,,1.0,,,
665,한벽원미술관,종로구,#관광지#문화공간#문화시설#문화예술#미술관#복합문화공간#소장품,,,1.0,,,
666,평강성서유물 박물관,구로구,#가족과함께#가족체험#관광지#문화시설#박물관#아이와함께#역사,,,1.0,,,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d3805530-Reviews-Abraham_Park_Kenneth_Vine_Collection_Museum-Seoul.html
667,하나아트갤러리,종로구,#갤러리#관광지#문화공간#문화시설#문화예술#복합문화공간#열린문화공간,,,1.0,,,
669,한방스파 여용국,송파구,#관광지#뷰티&스파온천&스파#연인과함께#친구와함께#휴식공간#휴식여행,,,1.0,,,
670,반포 서래섬,서초구,#관광지#자연,,,1.0,,,
671,시간을 담다,중구,#관광지#그림그리기체험#데이트장소추천#문화공간#미세먼지_피하는_실내여행,,,1.0,,,
673,개봉 유수지,구로구,#가족과함께#공원#관광지#산책로#산책하기좋은곳#아침운동#연인과함께,,,1.0,,,
674,구로기계공구단지,구로구,#공구#관광지#산업관광#산업관광지#산업단지#산업용품#상가#쇼핑,,,1.0,,,
675,궁동저수지 생태공원,구로구,#가족과함께#공원#관광지#산책하기좋은곳#생태공원#연인과함께#자연환경,,,1.0,,,
676,고척근린공원,구로구,#가족과함께#공원#관광지#산책길#산책하기좋은곳#연인과함께#자연환경,,,1.0,,,
677,국제음식문화거리(INTERNATIONAL FOOD STREET),구로구,#가족과함께#관광지#맛집#먹거리여행#먹거리타운#먹자골목#문화공간,,,1.0,,,
678,이씨레물리노공원(구로근린공원),구로구,#걷기좋은곳#공원#관광지#문화공간#복합문화공간#산책로#산책하기좋은곳,,,1.0,,,
679,음식문화특화거리(깔깔거리),구로구,#관광지#맛집#맛집골목#맛집탐방#먹방여행#먹방투어#연인과함께,,,1.0,,,
680,온수도시 자연공원(잣절공원),구로구,#가족과함께#가족체험#가족체험학습#공원#관광지#도시자연공원#반딧불이,,,1.0,,,
681,천왕근린공원,구로구,#걷기좋은곳#공원#관광지#산책하기좋은곳#아이와함께#연인과함께,,,1.0,,,
682,엘크레,강남구,#감성사진#관광지#메이크업#분위기좋은카페#뷰티#뷰티투어#사진찍기좋은곳,,,1.0,,,
683,대안공간 루프,마포구,#공연#공연/전시#관광지#대안공간루프#문화시설#문화예술공간#복합문화공간,,,1.0,,,
684,남산 팔각정,용산구,#관광지#남산N서울타워#남산케이블카#남산팔각정#데이트#산책하기좋은곳,,,1.0,,,
688,K-Taekwon school 태권도체험,강동구,#건강여행#관광지#남녀노소#실내레포츠#실내운동#실내체육관#아이와함께,,,1.0,,,
689,나석주의사동상,중구,#3.1운동#3·1운동_100주년_여행지추천#관광지#나석주의사#독립운동,,,1.0,,,
692,동십자각,종로구,#관광지#교과서속여행#동십자각#문화재#수도권#역사#역사공부#역사관광지,,,1.0,,,
693,서울 관상감 관천대,종로구,#관광지#관상감관천대#문화재#수도권#역사#역사공부#역사관광지,,,1.0,,,
694,서울 경모궁지,종로구,#경모궁지#고택#관광지#교과서속여행#문화재#수도권#역사#역사공부,,,1.0,,,
695,서울 동관왕묘,종로구,#관광지#교과서속여행#동관왕묘#문화재#사당#수도권#역사#역사공부,,,1.0,,,
696,율곡로,종로구,#가로수길#관광지#돌담길#산책코스#산책하기좋은곳#수도권#역사,,,1.0,,,
697,서울 대한의원,종로구,#관광지#교과서속여행#문화재#서울대한의원#수도권#역사#역사공부,,,1.0,,,
698,유심사,종로구,#관광지#교과서속여행#수도권#역사#역사공부#역사관광지#역사를품은곳,,,1.0,,,
710,떡박물관,종로구,#나들이#도심여행#떡박물관#문화시설#박물관#아이와함께#연인과함께,,,2.0,,,
711,춘원당한방박물관,종로구,#가족여행#건강여행#도심여행#문화시설#박물관#약초생활건강#이색체험,,,2.0,,,
714,용산공예관,용산구,#가족과함께#공예#공예체험#공예품#남녀노소#문화시설#문화유산,,,2.0,,,
715,용산문화원,용산구,#문화사업#문화시설#수도권#용산문화원,,,2.0,,,
716,구로문화원,구로구,#문화강좌#문화시설#아이와 함께#열린문화공간,,,2.0,,,
717,남산예술센터,중구,#남산예술센터#문화시설#복합문화공간#아이와함께#주말추천여행지,,,2.0,,,
718,목인박물관&갤러리,종로구,#문화공간#문화시설#문화예술#문화예술공간#문화예술활동#복합문화공간,,,2.0,,,
719,스페이스 111,종로구,#나홀로여행#도심여행#문화공간#문화공연#문화시설#문화예술#복합문화공간,,,2.0,,,
720,금호아트홀,종로구,#가족여행#금호아트홀#데이트코스#문화시설#아이와함께#연인과함께,,,2.0,,,
721,김대중도서관,마포구,#교과서속여행#김대중도서관#도서관#도심여행#독서여행#문화시설,,,2.0,,,
722,가톨릭대학교 성신교정도서관,종로구,#독서#문화시설#성신교정도서관#자료제공,,,2.0,,,
724,은평문화원,은평구,#문화시설#복합문화공간#열린문화공간#은평문화원#친구와 함께,,,2.0,,,
725,은평문화예술회관,은평구,#공연장#데이트코스#문화생활#문화시설#상설공연#아이와함께#연인과함께,,,2.0,,,
726,응암정보도서관,은평구,#도서관#독서#문화시설#문화행사#수도권#아이와함께#여름방학가볼만한곳,,,2.0,,,
727,영등포문화원,영등포구,#문화시설#문화학교#문화행사#수도권#영등포문화원,,,2.0,,,
729,둘리뮤지엄,도봉구,#둘리뮤지엄#문화시설#문화콘텐츠산업#박물관#복합문화공간#수도권,,,2.0,,,
730,도봉문화원,도봉구,#문화시설#문화예술교육#문화탐방#수도권#아이와함께,,,2.0,,,
731,서울특별시교육청 강동도서관,강동구,#도서관#독서#문화시설#수도권#아이와함게#친구와함께,,,2.0,,,
733,서울특별시교육청 고덕평생학습관,강동구,#고덕평생학습관#도서관#문화시설#사계절#수도권#아이와함께#체험학습,,,2.0,,,
734,국회 방문자센터 헌정기념관,영등포구,#교과서속여행#국회방문자센터#기념관#문화시설#수도권#아이와함께,,,2.0,,,
735,서울특별시교육청 도봉도서관,도봉구,#교육청#도봉#도서관#무장애#문화시설#서울시,,,2.0,,,
736,강동아트센터,강동구,#공연전시#데이트#문화시설#아이와함게#예술#휴식,,,2.0,,,
737,평화문화진지,도봉구,#문화시설,,,2.0,,,
739,서울특별시교육청 영등포평생학습관,영등포구,#문화시설#서울특별시교육청영등포평생학습관#수도권#영등포평생학습관,,,2.0,,,
740,서울교육박물관,종로구,#교과서속여행#도심여행#문화시설#박물관#서울교육박물관#수도권,,,2.0,,,
741,서울특별시교육청 개포도서관,강남구,#개포도서관#도서관#문화시설#서울특별시교육청개포도서관#수도권,,,2.0,,,
742,금천구립금나래도서관,금천구,#금천구립금나래도서관#도서관#문화시설#사계절#실내여행지#아이와함께,,,2.0,,,
744,서울특별시교육청 동작도서관,동작구,#도서관#문화시설#서울특별시#아이와 함께#친구와 함께,,,2.0,,,
745,지식재산전문도서관,강남구,#강남구#나홀로여행#남녀노소#도서관#독서여행#문화시설#서울도심여행,,,2.0,,,
746,서울특별시교육청 강남도서관,강남구,#강남구#독서교육#문화시설#아이와 함께#정보제공,,,2.0,,,
748,근현대사기념관,강북구,#교과서속여행#근현대사기념관#기념관#도심여행#문화시설#아이와함께,,,2.0,,,
749,서울특별시교육청 동대문도서관,동대문구,#도서관#독서#동대문#문화시설#아이와 함께#친구와 함께,,,2.0,,,
750,금천구립독산도서관,금천구,#금천구#독서교육#문화시설#아이와 함께,,,2.0,,,
751,서울특별시교육청 서대문도서관,서대문구,#도서관#문화시설#서대문구#아이와 함께#자료제공,,,2.0,,,
752,금천구립가산도서관,금천구,#도서관#독서여행#문화시설#친구와 함께#힐링,,,2.0,,,
753,서울특별시교육청 남산도서관,용산구,#나들이#남산도서관#데이트코스#도심여행#문화시설#아이와함께#연인과함께,,,2.0,,,
755,서울특별시교육청 용산도서관,용산구,#도서관#독서교육#문화시설#아이와 함께#용산,,,2.0,,,
756,서울특별시교육청 송파도서관,송파구,#도서관#독서여행#문화시설#송파구#힐링,,,2.0,,,
758,서초구립반포도서관,서초구,#도서관#독서여행#문화시설#문화행사#서초구립반포도서관#수도권,,,2.0,,,
759,서울특별시교육청 양천도서관,양천구,#도서관#문화시설#서울특별시교육청양천도서관#수도권,,,2.0,,,
760,양천구 갈산도서관,양천구,#남녀노소#독서여행#문화시설#복합문화공간#아이와함께#열린문화공간,,,2.0,,,
761,신월음악도서관,양천구,#독서여행#문화시설#문화프로그램#복합문화공간#복합문화시설#아이와함께,,,2.0,,,
762,양천구 영어특성화도서관,양천구,#문화시설,,,2.0,,,
765,중랑구립정보도서관,중랑구,#데이트코스#도서관#문화시설#수도권#실내여행지#아이와함께#연인과함께,,,2.0,,,
766,중랑구립면목정보도서관,중랑구,#도서관#문화시설#아이와함께#중랑구립면목정보도서관,,,2.0,,,
771,국립공원 산악박물관,도봉구,#국립공원#문화시설#산악박물관#아이와 함께#힐링,,,2.0,,,
774,서울시립 북서울미술관,노원구,#교육여행#교육프로그램#데이트코스#문화공간#문화시설#복합문화공간,,,2.0,,,
779,서울남산국악당,중구,#문화시설#복합문화공간#상설공연#서울남산국악당#열린문화공간#예술,,,2.0,,,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d6941864-Reviews-Seoul_Namsan_Traditional_Theater-Seoul.html
780,서울특별시교육청 종로도서관,종로구,#문화시설,,,2.0,,,
781,공평도시유적전시관,종로구,#VR체험#무더위_피해_실내여행#문화시설#미세먼지_피하는_실내여행,,,2.0,,,
783,국립어린이과학관,종로구,#과학관#국립어린이과학관#나들이#문화시설#수도권#실내여행지#아이와함께,,,2.0,,,
787,서울메트로미술관,종로구,#걷기여행#데이트코스#무료관람#문화시설#미술관#서울메트로미술관,,,2.0,,,
788,광화문아트홀,종로구,#가족과함께#공연장#기획공연#문화공간#문화시설#문화예술#복합문화공간,,,2.0,,,
789,세화미술관,종로구,#문화시설#문화예술#세화미술관#실내데이트#친구와 함께,,,2.0,,,
794,서울돈화문국악당,종로구,#공연장#국악공연#남녀노소#문화공간#문화시설#복합문화공간#열린문화공간,,,2.0,,,
796,서울특별시교육청 고척도서관,구로구,#고척도서관#독서교육#문화시설#서울특별시교육청#열린문화공간,,,2.0,,,
797,서울특별시교육청 구로도서관,구로구,#구로도서관#독서공간#문화시설#친구와 함께,,,2.0,,,
798,서울특별시교육청 어린이도서관,종로구,#문화시설,,,2.0,,,
800,장난감나라 오류점,구로구,#놀이시설#대여점#문화시설#실내놀이터#아이와함께#어린이날가볼만하곳,,,2.0,,,
801,갤러리 구루지,구로구,#기획전시#문화공간#문화시설#문화예술공간#복합문화공간#열린문화공간,,,2.0,,,
802,헬로우뮤지움,성동구,#교육여행#교육체험#문화공간#문화시설#복합문화공간#아이와함께,,,2.0,,,
803,강동청소년회관,강동구,#강동청소년회관#레포츠#문화시설#수도권,,,2.0,,,
805,짚풀생활사박물관,종로구,#가족과함께#공예품#문화시설#박물관#아이와함께#전통공예#짚공예,,,2.0,,,
806,식민지역사박물관,용산구,#문화시설,,,2.0,,,
807,유금와당박물관,종로구,#교육#기와지붕#남녀노소#문화시설#박물관#복합문화공간#수도권,,,2.0,,,
811,김달진미술자료박물관,종로구,#남녀노소#문화시설#문화예술#문화예술공간#문화예술활동#미술품,,,2.0,,,
813,삼성출판박물관,종로구,#문화시설,,,2.0,,,
815,서울대학교병원 의학박물관,종로구,#문화시설,,,2.0,,,
817,서울국가무형문화재전수회관,강남구,#문화시설,,,2.0,,,
818,다보성 갤러리,종로구,#문화시설,,,2.0,,,
819,서울대학교 치의학박물관,종로구,#교과서속여행#문화시설#박물관#서울대학교치의학박물관#수도권#실내여행지,,,2.0,,,
820,성균관대학교 박물관,종로구,#무료관람#문화시설#박물관#성균관대학교박물관#수도권#실내여행지,,,2.0,,,
821,갤러리정,종로구,#갤러리정#문화공간#문화시설#문화예술#문화예술공간#미술작품#복합문화공간,,,2.0,,,
822,갤러리도올,종로구,#문화시설,,,2.0,,,
824,일본공보문화원,종로구,#남녀노소#문화강좌#문화공간#문화교실#문화시설#문화예술#문화예술공간,,,2.0,,,
826,갤러리 스케이프,종로구,#문화공간#문화시설#문화예술#미술품#복합문화공간#열린문화공간,,,2.0,,,
827,소극장 혜화당,종로구,#문화공간#문화시설#문화예술#복합문화공간#소극장#연극#연극단,,,2.0,,,
829,서울대학교 박물관,관악구,#무료관람#문화시설#박물관#서울대학교박물관#수도권#실내여행지,,,2.0,,,
830,매헌 윤봉길의사 기념관,서초구,#교과서속여행#기념관#매헌윤봉길의사기념관#문화시설#미세먼지_피하는_실내여행,,,2.0,,,
831,동대문문화원,동대문구,#문화시설,,,2.0,,,
832,스타일 큐브 잔다리,마포구,#갤러리#마포구#문화시설#문화예술#복합문화공간#서울시#친구와함께,,,2.0,,,
834,갤러리JJ,강남구,#문화시설#문화예술#문화예술공간#문화예술활동#복합문화공간#연인과함께,,,2.0,,,
835,서강대박물관,마포구,#문화시설,,,2.0,,,
836,노원문화예술회관,노원구,#노원구#무장애#문화공간#문화시설#문화예술#문화예술공간#복합문화공간,,,2.0,,,
837,우리금융아트홀,송파구,#데이트코스#문화공간#문화시설#문화행사#복합문화공간#사계절#상설공연,,,2.0,,,
838,심산기념문화센터,서초구,#도심여행#문화시설#문화행사#사계절#심산기념문화센터#아이와함께,,,2.0,,,
839,자하미술관,종로구,#나홀로여행#도심여행#문화시설#미술관#예술#자하미술관#주말추천여행지,,,2.0,,,
840,경희대학교 중앙박물관,동대문구,#경희대학교박물관#무료관람#문화시설#박물관#수도권#실내여행지,,,2.0,,,
841,동산방화랑,종로구,#나들이#데이트코스#동산방화랑#문화시설#미술관#수도권#실내여행지,,,2.0,,,
842,조선일보미술관,중구,#나들이#데이트코스#드라이브여행#문화시설#미술관#수도권#실내여행지,,,2.0,,,
845,가나아트센터,종로구,#가나아트갤러리#가나아트센터#데이트코스#드라이브여행#문화시설,,,2.0,,,
846,갤러리미,강남구,#갤러리미#나들이#데이트코스#문화시설#미술관#수도권#실내여행지,,,2.0,,,
847,고려대학교박물관,성북구,#고려대학교박물관#무료관람#문화시설#박물관#수도권#실내여행지,,,2.0,,,
848,성신여자대학교박물관,성북구,#무료관람#문화시설#박물관#성신여자대학교박물관#수도권#실내여행지,,,2.0,,,
853,아트리움,영등포구,#도심여행#문화시설#문화행사#사계절#상설공연#실내여행지#아트리움,,,2.0,,,
854,금나래아트홀,금천구,#가족과함께#금나래아트홀#도심여행#문화시설#아이와함께#예술,,,2.0,,,
855,꿈의숲 아트센터,강북구,#가족여행#공연장#꿈의숲아트센터#나들이#데이트코스#도심여행#문화시설,,,2.0,,,
858,SJ쿤스트할레 [문화공간],강남구,#SJ쿤스트할레#도심여행#문화시설#복합문화공간#예술#전시관,,,2.0,,,
859,서울시립대학교박물관,동대문구,#무료관람#문화시설#박물관#서울시립대학교박물관#수도권#실내여행지,,,2.0,,,
860,서울놀이마당,송파구,#가족여행#공연장#나들이#데이트코스#문화시설#서울놀이마당#수도권,,,2.0,,,
863,숙명여자대학교 박물관,용산구,#문화시설#박물관#수도권#숙명여자대학교박물관#실내여행지#아이와함께,,,2.0,,,
864,명보아트홀,중구,#도심여행#명보아트홀#문화시설#복합문화공간#상설공연#예술,,,2.0,,,
865,숭실대학교 한국기독교박물관,동작구,#문화시설#박물관#수도권#숭실대학교#숭실대학교한국기독교박물관,,,2.0,,,
866,CTS아트홀,동작구,#CTS아트홀#가족여행#도심여행#문화시설#상설공연#아이와함께#예술,,,2.0,,,
867,양천문화회관,양천구,#가족여행#문화시설#상설공연#서울도심여행#아이와함께#양천문화회관,,,2.0,,,
868,상상톡톡 미술관,강북구,#겨울방학가볼만한곳#도심여행#문화시설#미술관#북서울꿈의숲#상상톡톡미술관,,,2.0,,,
871,예림당아트홀,강남구,#나홀로여행#도심여행#문화시설#상설공연#예림당아트홀#예술#친구와함께,,,2.0,,,
873,양천구 역사홍보관,양천구,#과거#남녀노소#문화시설#아이와가볼만한곳#아이와함께#양천구#역사공부,,,2.0,,,
876,갤러리 엠,강남구,#문화시설#문화예술#미술관#복합문화공간#열린문화공간#예술품#전시,,,2.0,,,
877,포스트극장,마포구,#극장#무용단#문화공간#문화시설#복합문화공간#열린문화공간#현대무용,,,2.0,,,
878,명인박물관,종로구,#고미술품#문화시설#미술품#박물관#전시#전통공예#전통예술#탈박물관,,,2.0,,,https://www.tripadvisor.co.kr/Attraction_Review-g294197-d3805545-Reviews-Myeongin_Museum-Seoul.html
879,청화랑,강남구,#문화공간#문화시설#문화예술#미술인#미술품#열린문화공간#전시,,,2.0,,,
882,1m아트홀,종로구,#문화공간#문화시설#문화예술#복합문화공간#아이와함께#열린문화공간,,,2.0,,,
883,모던화랑,종로구,#고미술품#문화시설#문화예술#문화예술공간#미술품#예술공간#전시,,,2.0,,,
884,제이플아트,서초구,#문화시설#작품#전시#전시품#창작품#판화#포스터,,,2.0,,,
885,다도화랑,강남구,#문화공간#문화시설#문화예술#미술품#열린문화공간#예술품#전시,,,2.0,,,
886,선화랑,종로구,#문화공간#문화시설#문화예술#복합문화공간#열린문화공간#예술공간,,,2.0,,,
887,조형갤러리,종로구,#갤러리#문화공간#문화시설#문화예술공간#복합문화공간#열린문화공간,,,2.0,,,
888,영동 예맥화랑,강남구,#도심여행#문화시설#사계절#실내여행지#예맥화랑#예술#전시회,,,2.0,,,
889,건국대학교박물관,광진구,#건국대학교박물관#문화시설#박물관#역사#전통,,,2.0,,,
890,가람화랑,종로구,#근대미술#문화공간#문화시설#복합문화공간#열린문화공간#예술품,,,2.0,,,
891,백송갤러리,종로구,#고미술품#문화공간#문화시설#복합문화공간#열린문화공간#예술품,,,2.0,,,
892,노화랑,종로구,#문화공간#문화시설#문화예술#복합문화공간#열린문화공간#예술품,,,2.0,,,
893,세종호텔 세종갤러리,중구,#문화시설#문화예술공간#세종갤러리#세종호텔,,,2.0,,,
894,갤러리 우림,종로구,#문화공간#문화시설#문화예술#복합문화공간#열린문화공간#예술품,,,2.0,,,
895,표갤러리,용산구,#문화공간#문화시설#예술공간#표갤러리,,,2.0,,,
896,롤링홀,마포구,#공연#문화공간#문화시설#복합문화공간#열린문화공간#예술인#홍대데이트,,,2.0,,,
898,박영덕화랑,강남구,#문화시설#박영덕화랑#수도권#전시,,,2.0,,,
899,갤러리 인데코,강남구,#갤러리인데코#문화공간#문화시설#예술공간,,,2.0,,,
900,갤러리 피치,강남구,#갤러리피치#문화공간#문화시설#예술공간,,,2.0,,,
901,aA 디자인 뮤지엄,마포구,#aA디자인뮤지엄#가구전시#문화시설#문화예술공간#쇼룸#전시관,,,2.0,,,https://www.tripadvisor.co.kr/Restaurant_Review-g294197-d3438914-Reviews-Cafe_aA-Seoul.html
902,나화랑,종로구,#문화공간#문화시설#문화예술#미술품#복합문화공간#열린문화공간,,,2.0,,,
903,한원미술관,서초구,#문화공간#문화시설#문화예술#미술품#복합문화공간#열린문화공간,,,2.0,,,
904,긱 라이브하우스,마포구,#긱라이브하우스#라이브클럽#문화시설#서울여행,,,2.0,,,
905,아트센터 K,종로구,#공연#문화공간#문화시설#문화예술#복합문화공간#연극#연극단#연인과함께,,,2.0,,,
906,이목화랑,종로구,#문화시설#문화예술#미술품#복합문화공간#열린문화공간#전시#전시작품,,,2.0,,,
908,암사어린이극장,강동구,#나들이#문화시설#아이와 함께#암사어린이극장#어린이극장,,,2.0,,,
909,서울 아이스뮤지엄,마포구,#가족과함께#남녀노소#문화시설#사진찍기좋은곳#사진촬영명소#아이와함께,,,2.0,,,
913,아트 스페이스 풀,종로구,#문화시설#미술관#아트스페이스풀#전시관#친구와 함께,,,2.0,,,
914,갤러리 미즈,종로구,#갤러리미즈#문화시설#미술관#실내데이트#전시관,,,2.0,,,
915,래미안 갤러리,송파구,#건축여행#데이트코스#래미안갤러리#문화공간#문화시설#복합문화공간,,,2.0,,,
916,서울천년타임캡슐광장,중구,#문화시설#산책길#산책하기#산책하기좋은곳#서울근교여행#서울새천년타임캡슐,,,2.0,,,
917,광나루안전체험관,광진구,#광나루안전체험관#문화시설#사계절#수도권#아이와함께#이색체험,,,2.0,,,
918,두산갤러리,종로구,#기획전시#나홀로여행#두산갤러리#문화공간#문화시설#문화예술#미술관,,,2.0,,,
919,조수정 한지그림 갤러리,강남구,#데이트코스#문화시설#미술관#사계절#수도권#아이와함께#연인과함께,,,2.0,,,
920,팔레 드 서울,종로구,#나홀로여행#데이트코스#문화공간#문화시설#복합문화공간#사계절,,,2.0,,,
921,이화웰컴센터,서대문구,#문화시설#복합문화공간#사계절#수도권#여름방학가볼만한곳#열린문화공간,,,2.0,,,
923,서울에너지드림센터,마포구,#가족체험여행#교육여행#교육프로그램#단체관광#문화시설#미세먼지_피하는_실내여행,,,2.0,,,
925,세계골프역사박물관,강남구,#나홀로여행#문화시설#뮤지엄&미술관#사계절#세계골프역사박물관,,,2.0,,,
926,마리아칼라스홀,강남구,#데이트코스#도심여행#마리아칼라스홀#문화공간#문화시설#복합문화공간,,,2.0,,,
930,더페이지갤러리,성동구,#남녀노소#문화공간#문화시설#문화예술공간#문화예술창작공간#미술,,,2.0,,,
933,서울약령시 한의약박물관,동대문구,#가족과함께#건강여행#남녀노소#문화시설#한방약#한방약초#한방의료,,,2.0,,,
934,숙명여자대학교 정영양자수박물관(서울),용산구,#문화시설#박물관#수도권#숙명여자대학교#역사속으로#역사이야기,,,2.0,,,
935,갤러리조은,용산구,#갤러리#문화공간#문화시설#문화예술#문화예술공간#문화예술활동,,,2.0,,,
936,우리옛돌박물관,성북구,#가족과함께#문화시설#박물관#수도권#아이와함께#야외전시#역사속으로,,,2.0,,,
939,송파여성문화회관,송파구,#무장애#문화공간#문화시설#복합문화공간#서울시#송파구#여성문화,,,2.0,,,
940,송아트갤러리,서초구,#도심여행#문화시설#문화예술#문화예술활동#미술관#복합문화공간,,,2.0,,,
941,갤러리위,강남구,#남녀노소#문화공간#문화시설#문화예술#문화예술공간#문화예술활동,,,2.0,,,
942,흰물결아트센터,서초구,#공연장#남녀노소#문화공간#문화시설#복합문화공간#연인과함께#열린문화공간,,,2.0,,,
943,aT센터(에이티센터),서초구,#at센터#남녀노소#문화공간#문화시설#복합문화공간#에이티센터#열린문화공간,,,2.0,,,
944,서울무역전시컨벤션센터(SETEC),강남구,#setec#남녀노소#문화공간#문화시설#복합문화공간#서울무역전시컨벤션센터,,,2.0,,,
946,홍대 비보이 전용극장,마포구,#공연관람#문화공간#문화공연#문화시설#복합문화공간#상설공연#연인과함께,,,2.0,,,
947,갤러리3안,종로구,#갤러리3안#나홀로여행#도심여행#문화시설#문화예술공간#문화예술활동,,,2.0,,,
949,우석뮤지엄,서대문구,#기획전시#문화시설#문화예술#문화예술활동#예술공간#예술창작#예술프로그램,,,2.0,,,
