p_id,u_id,u_rate,review,review_en
g185,돌아다님,4,뒷문이 어두컴컴해 지옥으로 가는 길 같이 느껴지지만 앞문으로 가면 괜찮음,"The back door's dark, so it feels like a road to hell, but it's okay if you go through the front door."
c180,돌아다님,4,비싸지만 편하고 만화책이 엄청 다양해서 좋음,I like it because it is expensive but comfortable and there are so many comic books.
f2113,동그란도토리,2,블로그 광고보다 서비스를 좀 신경써야할듯..,I think I should pay more attention to the service than the blog ad.
b292,동네,5,최고예요,It's the best.
f177,동동,1,라운지에서 자려고 누웠더니 음악 개크게 틀어서 잠 다 깸.. ,"I lied down in the lounge to sleep, and I turned on the music so I couldn't sleep."
a36,동우,1,와 ㄹㅇ ○○○비싸요 세명이서 두게임 7만원대 나왓어요 그냥 택시타고 다른데 가서 치는게 훨씬 싸요 ,"Wow, ○○○ is expensive. The three of us got 70,000 won for two games. It's much cheaper to just take a taxi and play somewhere else."
f81,동휘맘,5,너무 재미있었어요. 또 가고 싶어요,It was so much fun. I want to go again.
d18,돼지재홍이닷,5,멀티방은 처음 가봤는데 참 좋았습니다 위게임도 되고 팝콘이랑 과자 음료수도 있어서 행복했어요ㅋㅋㅋㅋㅋ,"It was my first time to go to a multi-room, and it was great. I was happy because I had a stomach game, popcorn, and drinks.LOL"
b31,두고보자,1,난 한국팀을 응원할 뿐이지 응원도구가 아니다..,"I only support the Korean team, not the cheering tool."
a57,두바쿠,5,인테리어에 놀라고 ... 음악에 놀라고 ..넘나 재밌게 놀다 왔네요.... 다양한 칵테일도 맘에 들었어요... 회사에서 가까운게 젤 맘에 드네요..,"Surprised by the interior... Surprised by the music...I had so much fun. I liked the variety of cocktails, too. I like being close to work the most."
a67,두바쿠,5,인테리어에 놀라고 ... 음악에 놀라고 ..넘나 재밌게 놀다 왔네요.... 다양한 칵테일도 맘에 들었어요... 회사에서 가까운게 젤 맘에 드네요..,"Surprised by the interior... Surprised by the music...I had so much fun. I liked the variety of cocktails, too. I like being close to work the most."
c186,둥,3,여긴 다좋은데 화장실관리가 너무 안되어있다 세면대에 날파리죽어있고.. 옆에 수건은 왜걸려있는건가요 설마 모든사람과 수건을 공유하여 쓰라는건가.. 화장실이전체적으로 지저분한느낌,"It's all good here, but the bathroom isn't well managed. There's a dead fly in the sink. Why is the towel hanging next to you? Do you want me to share towels with everyone? the overall mess of the bathroom"
c180,둥,3,가격이 5000원이나 올랐음 ㅠ,"The price has increased by 5,000 won."
f234,둥,3,여긴 다좋은데 화장실관리가 너무 안되어있다 세면대에 날파리죽어있고.. 옆에 수건은 왜걸려있는건가요 설마 모든사람과 수건을 공유하여 쓰라는건가.. 화장실이전체적으로 지저분한느낌,"It's all good here, but the bathroom isn't well managed. There's a dead fly in the sink. Why is the towel hanging next to you? Do you want me to share towels with everyone? the overall mess of the bathroom"
b31,둥글게애인,1,잔디밭에 들어가지 마시오.......... 이거임?? ㅎㅎㅎㅎ ,Don't go into the grass.......... is this it? Hehehehe
a313,둥두루,1,직원 외국인인가요? 말투도 어눌하고 발음도 애매하고 계산도 엉망 ,"Are you an employee foreigner? He's got a poor accent, a poor pronunciation, a terrible calculation."
f38,듀공,5,사장님이 유쾌하시고 게임도 많고 가게도 깔끔하구 정말 재밌게 게임했어요ㅎㅎ 추천드려요!,"The boss is cheerful, has a lot of games, and the store is clean, so I really enjoyed the game.I recommend you to haha!"
f217,듀스,5,친구들아~ 그리구 어머니 고마워요. 저도 모르는 사이에 평점 써줘서 ㅋㅋ 오픈한지 두달째. 진짜 손님들의 리뷰도 올라오길 기대해 봅니다 -친구네집빈날 사장-,Friends~ And thank you mom. For writing a rating without me knowing. LOL. It's been two months since it opened. I look forward to seeing reviews from real customers. - The president of my friend's house on an empty day.
e34,드라프,5,이번에 여자친구랑 방탈출 처음으로 다녀왔는데 하...진짜 너무 재밌었어요 꼭 다시 가려구요 너무 신기하고 여러가지 많던데 유행을 늦게 알아버렸네요 꿀잼 ,"This is my first time to go to a room escape with my girlfriend.It was so much fun. I'm gonna go back. It's so amazing and there are so many things, but I found out about the trend late. So much fun"
b212,드림드림,4,서울에 이런 공원이 있다는 것만으로도 감사할 일이지만 교통이 너무 불편하다. 주차 면수가 너무 적다. ,"It is thankful to have such a park in Seoul, but traffic is so inconvenient. The parking area is too small."
a59,드미트리,5,시설우리나라최고!,Facilities are the best in our country!
a69,드미트리,5,시설우리나라최고!,Facilities are the best in our country!
c25,듸,5,사장님 넘 친절하시고 책도 많고 깨끗해요  애기 손님들 소란스러우면 저희가 가서 말하지 않아도 조용히 주의도 주시고 다른 분들 배려해주시는거 같아 좋더라구영 자리도 바로바로 청소해주시고 음식도 맛잇어요,"The boss is so kind, and he has a lot of books and he's clean.  If the baby customers are noisy, it seems like they are quietly paying attention and caring for other people. They clean the seats right away and the food is delicious."
g18,딸기스무디,3,공간이 3명이서 함께 쓰기는 좁았어요,The space was small for three people to share.
f197,딸기크림라떼,1,원래 자주갔었는데 너무 불친절해짐.. 다신안감,"I used to go there often, but I became so unkind. polyphosphorus angina"
f207,딸기크림라떼,1,원래 자주갔었는데 너무 불친절해짐.. 다신안감,"I used to go there often, but I became so unkind. polyphosphorus angina"
f163,떡먹는 펭귄,5,신촌에 일이 있어서 갔다가 잠시 시간이 비어서 쉬러 들어간 안마카페~  안마기가 일단 아프지 않으면서도 시원해서 마음에 들었어요~  여러가지 유기농 차와 커피 종류가 있어서 골라먹는 재미도 있구요~ㅋ   인테리어도 환하고 밝아서 포근한 느낌이에요~  카페 이름처럼 힐링 하고 왔어요~ 추천해요~♡,"I went to Sinchon because I had work to do, but I had some time to rest. I liked the massage because it wasn't that bad.  There are many kinds of organic tea and coffee, so it's fun to choose from. The interior is also bright and cozy.  Just like the name of the cafe, I had a healing time. I recommend~♡"
f1611,떵손🙈,5,처음 가봤는데  즐길거리가 너무 많아서  시간 가는줄모르고 놀았어여~ 지금날씨에는 요기만있어도 좋와여~~ 전 갠적으로 안마의자가 맘에들었어여~,It was my first time there were so many things to enjoy. I didn't know time was passing by. I just like the massage chair in this weather.
b20,또또맘,4,멋진 억새 풍경을 상상하며 도착했으나 억새 대략70% 이상 제거 되었고 나머지도 작업자들이 기계로 베어 정리하고 있었습니다. 여기 오실 분들은 풍경보다는 그냥 운동삼아 다녀가시는 것이 좋을 듯하네요.,"I arrived imagining a wonderful view of the silver grass, but it was removed by more than 70 percent, and the rest of it was being cut down by machines. For those of you who are coming here, I think it's better to just exercise rather than see the scenery."
e514,또롱또로롱,5,두개방을 하루에~ 한개는 너무 재미있고 ㅡ한개는 너무 무서웠네요 ㅎ  추천드려요,Two rooms a day~ One was so fun. One was so scary. I recommend ᄒ
e414,또롱또로롱,5,두개방을 하루에~ 한개는 너무 재미있고 ㅡ한개는 너무 무서웠네요 ㅎ  추천드려요,Two rooms a day~ One was so fun. One was so scary. I recommend ᄒ
g247,또롱아빠,1,녹음하고 메일로 전송했는데 안 옴... 제대로 낚였네.. 아예 전송 기능 없는듯. 시설은 후졌는데 4곡에 천원인건 장점.,"I recorded it and e-mailed it, but it didn't come... You got me right. It doesn't seem to have transmission function at all. The facility is poor, but it costs 1,000 won for four songs."
g257,또롱아빠,1,녹음하고 메일로 전송했는데 안 옴... 제대로 낚였네.. 아예 전송 기능 없는듯. 시설은 후졌는데 4곡에 천원인건 장점.,"I recorded it and e-mailed it, but it didn't come... You got me right. It doesn't seem to have transmission function at all. The facility is poor, but it costs 1,000 won for four songs."
f2110,또르륵,5,가게 분위기가 신나고 너무좋네용ㅎㅎ칵테일도100점!!,The atmosphere of the store is so exciting and I love it. I got 100 points for the cocktail!
f260,뚜기,2,음료 맛이나 매장분위기는 너무 좋은데  매번갈때마다 해피포인트 적립 안해줌..몇번 적립안해줘서 포인트 적립되는 줄도 몰랐음..영수증보고 알았네요..,"The taste of the drink and the atmosphere of the store are so good, but they don't give me happy points every time I go.I didn't even know I got points because I didn't get a few points.I found out from the receipt."
f212,뜨,3,"좋은데 사장님 게임설명하실 때 입냄새가 너무 심해요,, ㅜㅡㅜ","It's good, but when you explain the game, your breath smells bad."
a56,뜨루,1,아홉시 반에 왔더니 제일 왼쪽레인(1번레인) 가라고 해서 갔는데 계속 점수판 안띄워줌. 하도 안띄워주길래 한번 쳤더니 갑자기 여자 직원분 오더니 한시간 기다려야한다고 함. 우리가 전화했을때 바로 오면 칠수 있다고 해서 바로 왔는데 무슨 소리냐고 따졌더니 전화는 예약 안되니까 기다리셔야 한다고 함. 그럼 미리 말해주셔야 하는거 아닌가요 따졌더니 암말 안함. 그래서 기분 잡치고 취소하려고 카운터 가니까 8번 레인이셨다고 아까 잘못 말한것 같다는데 끝까지 사과 한마디도 없고 자기가 말한거 아니라고 함 ㅋ여기 여자 카운터 님밖에 없거든요? 존내 웃겨서 취소하고 그냥 나오고 시간 20분 정도 날림 ㅋ최소 죄송하다는 말이라도 하세요. 취소 처리 할때도 카드 달란 말도 안하고 우리가 카드 줄 때까지 가만히 서있고ㅋ 말을 해야 알지; 다 지처럼 하루종일 카운터 앉아있는 줄 아나 여튼 다시는 안감 ㅂㅂ 접기,"I came at 9:30 and they told me to go to the left lane (the first lane), but I didn't give up the scoreboard. He didn't give me a discount, so I hit it once and suddenly a female employee came and said I had to wait for an hour. When we called, he said he could hit me right away, so I asked him what he meant, and he said he had to wait because he couldn't make a reservation. Then you should have told me in advance. I asked him and he didn't say anything. So I went to the counter to cancel it. He said he was on lane 8. He said he didn't apologize until the end. He's the only one here. It's hilarious, cancel it, just leave and say sorry at least 20 minutes. When you cancel, you don't have to ask for a card, you have to stand still until we give you a card; you'll think you're sitting on the counter like him all day long."
a66,뜨루,1,아홉시 반에 왔더니 제일 왼쪽레인(1번레인) 가라고 해서 갔는데 계속 점수판 안띄워줌. 하도 안띄워주길래 한번 쳤더니 갑자기 여자 직원분 오더니 한시간 기다려야한다고 함. 우리가 전화했을때 바로 오면 칠수 있다고 해서 바로 왔는데 무슨 소리냐고 따졌더니 전화는 예약 안되니까 기다리셔야 한다고 함. 그럼 미리 말해주셔야 하는거 아닌가요 따졌더니 암말 안함. 그래서 기분 잡치고 취소하려고 카운터 가니까 8번 레인이셨다고 아까 잘못 말한것 같다는데 끝까지 사과 한마디도 없고 자기가 말한거 아니라고 함 ㅋ여기 여자 카운터 님밖에 없거든요? 존내 웃겨서 취소하고 그냥 나오고 시간 20분 정도 날림 ㅋ최소 죄송하다는 말이라도 하세요. 취소 처리 할때도 카드 달란 말도 안하고 우리가 카드 줄 때까지 가만히 서있고ㅋ 말을 해야 알지; 다 지처럼 하루종일 카운터 앉아있는 줄 아나 여튼 다시는 안감 ㅂㅂ 접기,"I came at 9:30 and they told me to go to the left lane (the first lane), but I didn't give up the scoreboard. He didn't give me a discount, so I hit it once and suddenly a female employee came and said I had to wait for an hour. When we called, he said he could hit me right away, so I asked him what he meant, and he said he had to wait because he couldn't make a reservation. Then you should have told me in advance. I asked him and he didn't say anything. So I went to the counter to cancel it. He said he was on lane 8. He said he didn't apologize until the end. He's the only one here. It's hilarious, cancel it, just leave and say sorry at least 20 minutes. When you cancel, you don't have to ask for a card, you have to stand still until we give you a card; you'll think you're sitting on the counter like him all day long."
e39,띵석,5,테마 다 재밌게 플레이 했고 좋았습니당,I enjoyed all the themes. It was great.
e23,라라,1,손님에게 왜 그런 말투로 이야기하시는건지 모르겠네요. 힌트도 대충 설명해줘서 계속 물어보느라 시간가고 ... 다 자물쇠밖에 없어요 ㅠㅠ ,I don't know why you're talking to a customer like that. Time goes by to ask continuously because you explain the hint roughly... They're all locks. ᅲᅲ
a11,라랄라,5,어제 락볼링데이라서 해봤는데 너무재밌었어요!!! 여자가 치기 좋은 가벼운 공들도 많고 시설도 깨끗하고 앞으로 월요일마다 갈려구요ㅋㅋㅋ 주말이면 새벽까지 놀고 싶은데 평일인게 살짝 아쉽지만 건대에 이런곳이 있는것만도 감사합니다~~~~~,"I tried it yesterday because it was Rock Bowling Day and it was so fun!!! There's a lot of light balls for women to hit, clean facilities, and I'm going to go every Monday.I want to play until dawn on weekends, but I'm a little sad that it's a weekday, but thank you for having such a place in Konkuk University.~~~~~"
c1410,라미,5,추운날씨에 따뜻하고 편하게 만화책 잘 보고 왔네요~ 친절해서 기분도 좋고 자주 가려구욤,You read comic books in a warm and comfortable weather. I feel good because you're kind and I go there often.
c1510,라미,5,추운날씨에 따뜻하고 편하게 만화책 잘 보고 왔네요~ 친절해서 기분도 좋고 자주 가려구욤,You read comic books in a warm and comfortable weather. I feel good because you're kind and I go there often.
f41,라이어니,5,선릉역에서 가깝고  보드게임도 꽤 많이 있어서 재미있게 놀다왔어요~음료도 일반 카페서 파는 약간 퀄리티 있는  맛이라 괜찮았던 것 같아요~글고 룸으로 되어 있어  우리끼리 놀기에도 좋았네요~다음에 선릉역쪽에 약속이 있으면 재방문 할것 같네요ㅎㅎ,"It was close to Seonreung station and there were a lot of board games, so I had a lot of it.~Drinks are also sold in regular cafes, so I think it was good because it was a good taste. It was also a room for us to hang out with.I think I'll revisit Sunneung Station if I have an appointment next time.Haha"
f51,라이어니,5,선릉역에서 가깝고  보드게임도 꽤 많이 있어서 재미있게 놀다왔어요~음료도 일반 카페서 파는 약간 퀄리티 있는  맛이라 괜찮았던 것 같아요~글고 룸으로 되어 있어  우리끼리 놀기에도 좋았네요~다음에 선릉역쪽에 약속이 있으면 재방문 할것 같네요ㅎㅎ,"It was close to Seonreung station and there were a lot of board games, so I had a lot of it.~Drinks are also sold in regular cafes, so I think it was good because it was a good taste. It was also a room for us to hang out with.I think I'll revisit Sunneung Station if I have an appointment next time.Haha"
e18,라이어어언,1,임펄스님 리뷰에 동감해요. 다른분들 다 친절하셨는데 카운터에서 인터폰 받으면서 힌트 주던 직원분! 말 너무 밉게해서 지금 싸우자는건줄...,"I agree with Mr. Impulse's review. Everyone else was so kind, but the employee who gave me a hint on the intercom at the counter! I thought you were so mean to me that you wanted to fight..."
f1613,라이어어언,1,임펄스님 리뷰에 동감해요. 다른분들 다 친절하셨는데 카운터에서 인터폰 받으면서 힌트 주던 직원분! 말 너무 밉게해서 지금 싸우자는건줄...,"I agree with Mr. Impulse's review. Everyone else was so kind, but the employee who gave me a hint on the intercom at the counter! I thought you were so mean to me that you wanted to fight..."
a11,라익디스,5,시설이 너무 좋다는게 단점 ㅋㅋ 주말에는 무조건 기다려야함~^^ 볼링 대기자 작으시고 당구나 탁구치고 노세요~~~~ 당구장도 짱좋음,The disadvantage of having such a good facility is that you have to wait on weekends.Wait for bowling. Play billiards or ping-pong.~~~~~ The billiard room is great too.
f216,라임,5,최고예요,It's the best.
b31,라임오렌지,1,서울광장 응원모습 나중에 오세훈 업적으로 이용당할수 있음.,The cheering image of Seoul Plaza can be used as Oh Se-hoon's achievement later.
f13,라티,5,알바생분들 완전 친절하고 좋아요! 벽으로 가려져있는 2인 테이블도 있어서 좋아보이더라구요!! 막 게임 설명 해달라고 해도 귀찮아하지않고 잘해주셔서 좋았어요. 그리고 막 초코라떼 시켰더니 웃는얼굴 그린채로 나와서 좋았어요 다른 음료도 잘나오더라구요. 또 친구들 데리고 갈것 같아요.,"The part-timers are so kind and nice! It looked good because there was a two-person table covered by a wall! I was glad that you didn't bother me even if I asked you to explain the game. And I just ordered a chocolate latte, and it was nice to see her smiling face. Other drinks are popular, too. I think I'm going to take my friends with me again."
f220,랍스얍스,5,신났어요 ㅋㅋㅋㅋ 진짜재미있었음! 금액이야 어딜가든통일되있는거같은데 테마가 여러가지로 잘되있었어요 좋았음,"I was excited. It was really fun! The money seems to be unified everywhere, but the themes were great. Good"
e68,랍스얍스,5,신났어요 ㅋㅋㅋㅋ 진짜재미있었음! 금액이야 어딜가든통일되있는거같은데 테마가 여러가지로 잘되있었어요 좋았음,"I was excited. It was really fun! The money seems to be unified everywhere, but the themes were great. Good"
g50,래빗,1,"환기 및 청소 잘 안 돼서 공기가 답답하고, 마이크 스피커 상태도 안 좋고, 3곡에 천원임 비추","Ventilation and cleaning are poor, so the air is stuffy, the microphone speaker is not in good condition, and it's 1,000 won for 3 songs."
g40,래빗,1,"환기 및 청소 잘 안 돼서 공기가 답답하고, 마이크 스피커 상태도 안 좋고, 3곡에 천원임 비추","Ventilation and cleaning are poor, so the air is stuffy, the microphone speaker is not in good condition, and it's 1,000 won for 3 songs."
g78,래빗,5,강남역에서 최고... 마이크 스피커 시설 최상이고 서비스도 후함 ㅠㅠ,Best at Gangnam Station... The microphone speaker facility is the best and the service is generous.
b18,랜턴,4,오르는 길 힘든데 하늘이 예뻐서 좋았어요.,"It was hard to climb up, but I liked the sky because it was pretty."
e213,랩잇,5,4번갔어요 ㅋㅋ,I've been there four times.
b412,러시아숲,4,마음비우고 바람쐬기 좋은 곳,a nice place to empty your mind and get some fresh air
b45,러시아숲,1,영등포 비둘기들 정모하는 곳,Yeongdeungpo Pigeons Gathering
a67,레오폴드,1,"레인이 상당히 짧습니다 좁은공간에 여러레인 넣으려고 줄인것 같아요 또한 다른분들 평가대로 너무 비쌉니다. 주말 1인 1게임에 6500원/대화료2000원  여기까진 이해합니다만, 1인1잔 음료 주문까지해야됩니다. 이런 볼링장 첨봐요....아메리카노 한잔에 6000원... 스타벅스보다 비싸요.  자리가 자리인만큼 배짱장사 한다지만 이건 해도 너무한듯합니다.","The lane is fairly short. I think I cut it down to put a lot of cars in a small space. It's also too expensive as everyone else thinks. I understand that it's 6,500 won per game per person on weekends / 2,000 won per person, but you have to order one drink per person. I've never seen a bowling alley like this before.6000 won for an Americano... It's more expensive than Starbucks.  They say that they're doing a lot of guts as the seats are available, but this seems too much."
a57,레오폴드,1,"레인이 상당히 짧습니다 좁은공간에 여러레인 넣으려고 줄인것 같아요 또한 다른분들 평가대로 너무 비쌉니다. 주말 1인 1게임에 6500원/대화료2000원  여기까진 이해합니다만, 1인1잔 음료 주문까지해야됩니다. 이런 볼링장 첨봐요....아메리카노 한잔에 6000원... 스타벅스보다 비싸요.  자리가 자리인만큼 배짱장사 한다지만 이건 해도 너무한듯합니다.","The lane is fairly short. I think I cut it down to put a lot of cars in a small space. It's also too expensive as everyone else thinks. I understand that it's 6,500 won per game per person on weekends / 2,000 won per person, but you have to order one drink per person. I've never seen a bowling alley like this before.6000 won for an Americano... It's more expensive than Starbucks.  They say that they're doing a lot of guts as the seats are available, but this seems too much."
b194,렌즈씨,5,아이패드 스킨매장 있음,There is an iPad skin store
f263,렬이,4,좋아요,Okay.
f221,로켓,5,피맥즐겨서 자주 먹는데 통파이브 피맥 맛있어용!!,"I enjoy eating pimacs a lot, but the whole pimac is delicious!!"
g114,롤,5,최고예요,It's the best.
b16,롬,4,뷰 굿,Beau Good
e212,롸롸,3,보통이에요,Normal.
b19,루루,5,평화롭고 좋아요,It's peaceful. It's good.
g238,루루,1,지저분하고 관리안됨,Dirty and unmanaged
f153,루미에,2,도중에 정리 안돼서 풀려있던것도 있고 설명이 좀 이상하게 돼있어요 그리고 알바분 한분은 친절한데 저희 설명 해주신 분은 되게 불친절했어요,"Some of them weren't organized, and some of them were loose, and some of the explanations were a little weird. And one of the part-timers was kind, but the one who explained us was very unkind."
f143,루미에,2,도중에 정리 안돼서 풀려있던것도 있고 설명이 좀 이상하게 돼있어요 그리고 알바분 한분은 친절한데 저희 설명 해주신 분은 되게 불친절했어요,"Some of them weren't organized, and some of them were loose, and some of the explanations were a little weird. And one of the part-timers was kind, but the one who explained us was very unkind."
a36,루시,4,시설 좋고 깨끗해요!! 음료를 필수로 시켜야해서.. 제일 싼 가격이 9000원 부터ㅎㅎ 조금 비싼 볼링장,"It's nice and clean! I have to order a drink. The cheapest price starts at 9,000 won. The bowling alley is a little expensive."
c81,룰라,5,최고예요,It's the best.
e54,룰루랄라,5,남자친구랑 같이 놀러갔었는데 너무 재밌네요!! 다른방 또놀러갈께요!,I went out with my boyfriend and it was so much fun!! I'll go to another room again!
a10,룰루랄라,5,"친구들하고 자주 놀러 가는 곳인데, 시설도 깔끔하고 넘나 좋아요ㅋㅋㅋㅋㅋㅋ 생각난 김에 이번주도 한번 가봐야겠네요ㅎㅎ 추천합니다~","It's a place where I often go to hang out with my friends, and the facilities are so nice and neat.lol lol lol lol I should go this week.I recommend you to do this~"
e44,룰루랄라,5,남자친구랑 같이 놀러갔었는데 너무 재밌네요!! 다른방 또놀러갈께요!,I went out with my boyfriend and it was so much fun!! I'll go to another room again!
a30,룰루랄라,5,"친구들하고 자주 놀러 가는 곳인데, 시설도 깔끔하고 넘나 좋아요ㅋㅋㅋㅋㅋㅋ 생각난 김에 이번주도 한번 가봐야겠네요ㅎㅎ 추천합니다~","It's a place where I often go to hang out with my friends, and the facilities are so nice and neat.lol lol lol lol I should go this week.I recommend you to do this~"
a111,류tr,1,가보면알지,You'll find out.
f204,류경숙,5,짧게나마 일본에 갔다  온듯합니다 소소한 소품이며 주인네의 디저트 솜씨가 기억에 남네요 쵝오~~ ,"I think I went to Japan for a short time. It's a small prop, and I remember the owner's dessert skills."
f194,류경숙,5,짧게나마 일본에 갔다  온듯합니다 소소한 소품이며 주인네의 디저트 솜씨가 기억에 남네요 쵝오~~ ,"I think I went to Japan for a short time. It's a small prop, and I remember the owner's dessert skills."
e25,류범선,5,강남에 새로 생긴 꽃길 방탈출,Room Escape from the New Flower Road in Gangnam
f38,류승진,5,사장님이 게임설명 넘 잘해주셔서 잘 모르는 게임들도 쉽게접할 수 있어요. ,The boss explains the game so well that I can easily access games I don't know well.
f16,류정진,5,게임이 진짜 엄청 많았네요~! 평소에도 보드게임 많이 했는데 여기 오니까 새롭고 잼있는 게임들이 많아서 진짜 시간 가는줄 모르고 했네요!! 그리고 무제한 이용권이 6천원 밖에 안하는게 정말 좋았어용!!,"There were so many games! I used to play a lot of board games, but now that I'm here, there are so many new and fun games that I didn't know time was passing by!! And I really liked how unlimited tickets cost only 6,000 won!!"
g115,륜하,5,깔끔하고 좋네요,It's neat and nice.
e106,르루,1,세명까지만 힌트1개이구 그이상은 없어요ㅜㅜ 첨해보는사람두있고 어려운 단계라 힌트한개만 주심안되냐했더니 힌트주면 그냥정답달라는거랑 같다며 사장님 매몰찬... 규칙이니 걍 어쩔수없는거라해도 안에 중요한 UV램프 배터리가없어서 몇분을 소비함 ;; 문제들사이에 연관성도 조금떨어지는듯 해요 종각에 방탈출카페 더많이 생김좋겠다,"Only three of you have one hint, but nothing more.ᅮᅮᅮ Some people try it out and I asked him if he could give me a hint because it's a difficult stage, but he said it would be like asking for the right answer. It's a rule, so even if it can't be helped, it takes a few minutes because there's no important UV lamp battery inside; it seems like there's a little less connection between the problems. It'll be better to have more room escape cafes on time."
e96,르루,1,세명까지만 힌트1개이구 그이상은 없어요ㅜㅜ 첨해보는사람두있고 어려운 단계라 힌트한개만 주심안되냐했더니 힌트주면 그냥정답달라는거랑 같다며 사장님 매몰찬... 규칙이니 걍 어쩔수없는거라해도 안에 중요한 UV램프 배터리가없어서 몇분을 소비함 ;; 문제들사이에 연관성도 조금떨어지는듯 해요 종각에 방탈출카페 더많이 생김좋겠다,"Only three of you have one hint, but nothing more.ᅮᅮᅮ Some people try it out and I asked him if he could give me a hint because it's a difficult stage, but he said it would be like asking for the right answer. It's a rule, so even if it can't be helped, it takes a few minutes because there's no important UV lamp battery inside; it seems like there's a little less connection between the problems. It'll be better to have more room escape cafes on time."
a72,릐나,4,넓고 쾌적해요~ 화장실도 깨끗해요 !!,It's spacious and comfortable. The bathroom is clean!
c189,리버리버,5,내가 가본 최고의 만화 카페!,The best comic cafe I've ever been to!
f39,리뷰,5,넓진 않지만 시설 좋고 깔끔하고 편안한 분위기,"It's not spacious, but it's a nice, clean, comfortable atmosphere."
b35,리뷰러,4,산책하고 운동하기 좋은 장소. 밝은 분위기,A good place to take a walk and exercise. a bright atmosphere
c68,리뷰리뷰,1,책은 많지만 직원? 알바들이 역대급으로 쫌 별루네요...? 이랗게 별로인 곳도 찾긴 힘들 듯. 뭐 물어봐도 고개만 까닥하고 ㅋㅋㅋ특히 붉은 머리 남자 심각한 듯. 사장님은 뭐하시나,"Lots of books, but an employee? The part-timers are different than ever. It's hard to find a place that's so bad. Even if I ask him, he only nods his head. Especially the red-haired man seems serious. What's the boss doing?"
e107,리안,1,키크고 앞머리 올린 여자 알바생 진짜 불친절하네요다시는 안 갑니다,"A tall, bang-up female part-timer is really unkind.I won't go again."
e97,리안,1,키크고 앞머리 올린 여자 알바생 진짜 불친절하네요다시는 안 갑니다,"A tall, bang-up female part-timer is really unkind.I won't go again."
f161,리안,1,키크고 앞머리 올린 여자 알바생 진짜 불친절하네요다시는 안 갑니다,"A tall, bang-up female part-timer is really unkind.I won't go again."
f35,리얼 솔직 후기,5,"일단 자발적으로 쓰는 후기임, 여기는 진짜 역대임, 사장님 너무 친절하시고 보드게임을 사랑하시는분, 다른데는 다 별로, 전국에서 유일하게 여기만감 경기도 사는데 근데도 보드게임하러 여기까지 대중교통 이용해서 갈정도임  이제 쿠폰도 모아서 다음에 가면 음료 무료임 ㅋ  ","First of all, this is a voluntary review. This is the best. The boss is so kind and he loves board games. He's the only one in the country who lives here, but he still uses public transportation to play board games. Next time he collects coupons and drinks for free."
c68,리얼후기만남김,2,"진짜 애용하조 자주 들리는 곳이다.

근데.
언제부턴가 남자여자사장님 말고, 알바생들도 아니고 오후 8시만 되면 나타나는 실장인가 팀장인가 뭔가하는 사람이 직원인건지 처음에는 안그러더니 이제는 아주 남&여사장님 없으면 본인이 아주 사장이다.

손님한테 이래라저래라 뭐 하나 그냥 넘어가는 거 없고 엄청 가르치려 들고 그러다 어떤 아저씨손님은 참다 화나서 언성 높인 적도 있었다. 알바생한테 꼰대 부리는 건 당연한 일이다.
본인은 블루투스 이어폰 끼고 큰소리로 통화하고 돌아 다니면서 얼마나 잔소리 하고 다니는지 생각만 해도 짜증난다.

왜 딱 오후 시간에 근무하는지 ㅡㅡ
사장님이 그러는거 아시나
진짜 아는 사람은 다 격공 할텐데..접기",0
b29,리커버리,5,그래도 길 양옆을 더 근사하게 해봄이..,But make both sides of the road look better.
b234,리커버리,4,아늑하고 좋네요,It's cozy and nice.
b253,리커버리,5,멋진 곳이죠~,It's a great place.
b263,리커버리,5,멋진 곳이죠~,It's a great place.
e613,릴라,5,데이뚜데이뚜첫데이뚜,Day-Too Day-Too First Day-Too
b48,림보,5,최고예요,It's the best.
b146,마곡사랑08,5,공원이 자연친화적면서 운치있어서 좋네요 더불어 서울식물원과 한강으로 연결되어 있어서 좋습니다,"It's nice that the park is nature-friendly and beautiful. In addition, it is connected to Seoul Botanical Garden and Hangang River."
f1710,마늘,1,최악 서비스 최악 융통성 하나도 없음,Worst Service Worst Flexibility
e24,마늘,1,최악 서비스 최악 융통성 하나도 없음,Worst Service Worst Flexibility
b96,마당발,2,주차가 엄청 불편합니다...    더 케이 호텔이 기부체납 ? 으로 공공용지를 편입해 가져가서 사적으로 이용하고 있습니다. 또한 문화예술공원 관리는 국민 세금으로 하고 이용은 더 케이 호텔이 독점 이용하고 있고 일반 시민은 주차도 거의 불가능합니다.   시민의 이름으로 고발합니다...,"Parking is very inconvenient...    The K Hotel has not donated? We transfer public land to and use it privately. Also, the management of the culture and arts park is paid with taxpayers' money, and the use is exclusively used by The K Hotel, and parking is almost impossible for ordinary citizens.   In the name of a citizen..."
a43,마루치,5,오전에 갔더니 굉장히 한적하게 이용할수있어서 좋고 먹자골목상권에 있어서 그런지 위치가 찾기쉬었어요!,I went there in the morning and it was very quiet so it was easy to find the location because it was located in the food alley!
c1712,마리사,3,위치가 굉장히 좋아서 주말에 가면 사람 너무 많아요 ㅠ 화장실 한번 가려면 꽤 기다려야함,The location is so good that there are too many people on weekends. ᅲ You have to wait a long time to go to the bathroom once.
