,id,title,title_ko,rate,year,country,genre,running_time,contents
342,342,The Mask,마스크,4.5,1994,미국,판타지/액션/범죄/코미디,1시간 37분,"에지 시(Edge City). 은행에서 단조로운 일상을 보내고 있던 평범한 은행원 스탠리. 어느날 그는 우연한 기회로 고대 시대의 유물인 마스크를 발견한다. 그런데 이 마스크는 아주 신비로운 힘을 가지고 있다. 스탠리가 마스크를 쓰면 초인적인 힘을 가진 불사신이 된다. 스탠리는 나이트클럽 가수인 티나를 사랑하지만 그녀는 악당 조직 보스의 정부다. 스탠리의 마스크 때문에 여러가지 소동이 일어나고 경찰은 스탠리를 뒤쫓는다. 티나가 보스를 사랑하지도 않으며 빠져나올 기회만을 노리고 있다는 것을 알고 그녀를 돕는다. 스탠리의 마스크 때문에 일어난 여러가지 소동으로 경찰은 그를 추적하고 엎친데 덮친격으로 조직까지 가세, 쫓고 쫓기는 사건이 벌어진다. 조직의 사주를  받은 어느 여기자에  의해 정체가 탄로난 스탠리는 조직에게 마스크를 빼앗기고 조직의 보스는 마스크를 이용하여 도시의 세력을 장악 하려고  한다. 이때부터 스탠리는 이들의 음모에 홀로 맞서는데."
343,343,Mulan,뮬란,5,1998,미국,애니메이션/모험/가족/전쟁/코미디/키즈,1시간 28분,"파씨 가문의 말썽꾸러기 외동딸 뮬란은 선머슴 같은 성격에 강한 자아를 가지고 있어, 가문의 명예를 걸고 중매쟁이를 만나러 가서도 거듭되는 실수로 퇴짜를 맞게 된다. 뮬란은 나름대로는 부모님과 가문의 자랑이 되려고 노력하지만 그것이 그녀에게는 쉬운 일은 아니다. 한편, 훈족이 국경을 침략하자 황제는 가문에 한 사람씩 전쟁터로 나가라는 징집 명령을 내린다. 파씨 가문 역시 징집 명령을 받게 되고, 충성심이 강한 아버지는 전쟁에 나갈 준비를 한다. 그러나 뮬란은 지병이 있는 아버지가 전쟁에 나가도록 할 순 없다고 결심하고, 마침내 아버지 대신 갑옷을 입고 전쟁터로 향하게 된다."
344,344,내부자들,내부자들,3.5,2015,한국,범죄/드라마,2시간 10분,"“복수극으로 가자고, 화끈하게”
유력한 대통령 후보와 재벌 회장, 그들을 돕는 정치깡패 안상구(이병헌). 뒷거래의 판을 짠 이는 대한민국 여론을 움직이는 유명 논설주간 이강희(백윤식)다. 더 큰 성공을 원한 안상구는 이들의 비자금 파일로 거래를 준비하다 발각되고, 이 일로 폐인이 되어 버려진다. 

“넌 복수를 원하고, 난 정의를 원한다. 그림 좋잖아?”
빽 없고 족보가 없어 늘 승진을 눈 앞에 두고 주저 앉는 검사 우장훈(조승우). 마침내 대선을 앞둔 대대적인 비자금 조사의 저격수가 되는 기회를 잡는다. 그러나 비자금 파일을 가로챈 안상구 때문에 수사는 종결되고, 우장훈은 책임을 떠안고 좌천된다. 자신을 폐인으로 만든 일당에게 복수를 계획하는 정치깡패 안상구. 비자금 파일과 안상구라는 존재를 이용해 성공하고 싶은 무족보 검사 우장훈. 그리고 비자금 스캔들을 덮어야 하는 대통령 후보와 재벌, 그들의 설계자 이강희. 과연 살아남는 자는 누가 될 것인가?"
345,345,American Ultra,아메리칸 울트라,4,2015,"미국,스위스",액션/코미디/SF,1시간 35분,"여자친구 피비(크리스틴 스튜어트)에게 멋진 프로포즈를 하는 것만이 최대 목표인 편의점 알바생 마이크(제시 아이젠버그). 어느 날 찾아온 의문의 여자가 도통 알 수 없는 암호를 남기고 간 뒤 핵/노/잼이었던 인생이 핵/반/전 됐다!  갑자기 습격해온 괴한들을 얼떨결에 숟가락만으로 제압한 것! 자신도 몰랐던 액션 본능에 놀란 것도 잠시, 마이크는 자신이 일급 기밀 프로젝트로 만들어진 최정예 스파이였고 기억이 삭제된 채 비밀요원인 피비의 보호를 받고 있었다는 엄청난 사실을 알게 된다. 봉인됐던 마이크의 액션 세포가 깨어난 것을 확인한 CIA는 그를 제거하기 위해 도시를 폐쇄해버리고 결국, 마이크는 표적이 된 피비와 자신의 목숨을 건 미션을 시작하는데... 원스푼 투킬, 프라이팬 샷건, 통조림 헤드샷, 컵라면 어택. 올 여름, 뜻밖의 액션을 즐겨라!"
346,346,성난 변호사,성난 변호사,3,2015,한국,범죄/액션/코미디,1시간 57분,"“이기는 게 정의지 뭐” 두뇌 상위 1%, 승소확률 100%의 에이스 변호사 ‘변호성’(이선균).  대형 소송을 성공적으로 마무리 짓고 승승장구하는 그에게 새로운 의뢰가 들어온다. 바로 시체도 증거도 없는 신촌 여대생 살인 사건의 유력 용의자를 변호하는 것! 좀처럼 풀리지 않는 사건이지만 그의 두뇌는 빠르게 움직이기 시작하고, 파트너 ‘박사무장’(임원희)과 함께 사건 현장에서 용의자의 혐의를 벗길 결정적 증거를 확보한다.  “지금부터 이 사건의 주인공은 나다!” 재판 당일, 사사건건 부딪히는 후배 검사 ‘진선민’(김고은)의 반론에 맞서 조목조목 반박하는 변변. 언제나 그렇듯 승리를 확신하는 순간!  용의자가 자신이 피해자를 살해했다고 자백한다. 갑작스런 자백에 판세는 뒤바뀌고, 변변은 승소를 위해 증거를 조작했다는 의혹과 함께 인생 최대의 위기를 맞게 되는데… 승소를 확신한 순간, 시작된 반전. 자존심 구긴 에이스 변호사의 통쾌한 반격이 시작된다!"
347,347,Bridge of Spies,스파이 브릿지,4,2015,"미국,독일,인도",드라마/역사/스릴러,2시간 15분,"미국과 소련의 냉전으로 핵무기 전쟁의 공포가 최고조에 오른 1957년, 보험 전문 변호사 '제임스 도노반'(톰 행크스)은 소련 스파이 '루돌프 아벨'(마크 라이런스)의 변호를 맡게 된다. 당시 미국에선 전기기술자 로젠버그 부부가 원자폭탄 제조 기술을 소련에 제공했다는 혐의로 간첩죄로 사형된 사건이 있었다. 미국의 반공운동이 극에 달했던 단적인 예로 적국의 스파이를 변호한다는 것은 자신의 목숨은 물론 가족의 안전까지 위협받는 일이었다. 여론과 국민의 질타 속에서도 제임스 도노반은 “변론의 기회는 누구에게나 주어져야 한다”며 자신의 신념과 원칙에 따라 아벨의 변호에 최선을 다한다. 때마침 소련에서 붙잡힌 CIA 첩보기 조종사의 소식이 전해지고 제임스 도노반은 그를 구출하기 위해 스파이 맞교환이라는 사상 유래 없는 비밀협상에 나서게 되는데..."
348,348,The Man from U.N.C.L.E.,맨 프롬 UNCLE,2.5,2015,미국,코미디/액션,1시간 56분,"냉전시대, 미스터리한 범죄조직에 맞서기 위해 한 팀이 된 미국 CIA 특급 요원과 소련 KGB 최정예 요원.핵폭탄으로 세상을 위협하는 국제범죄조직에 맞선 스타일리시한 활약이 시작된다! 코드네임 UNCLE ‘ 세계 스파이 연합 본부(United Network Command for Law and Enforcement)’"
349,349,Face/Off ,페이스 오프,3.5,1997,미국,액션/범죄/SF/스릴러,2시간 18분,FBI요원 숀(존 트라볼타)은 자신의 목숨을 노리던 정부 테러범 캐스터(니콜라스 케이지)에게 아들 마이키를 살해당한다. 8년간의 끈질긴 추격 끝에 국외로 탈출하려던 캐스터를 잡은 숀. 그러나 악몽은 이제부터 시작이다. 체포 순간 코마에 빠져 의식불명이 된 캐스터가 도주 직전 엄청난 양의 생화학 폭탄을 LA 어딘가에 숨겨놓은 것이다. 숀은 감옥에 갇힌 캐스터의 동생에게서 정보를 빼내기 위해 FBI의 최첨단 의료진의 도움을 받아 꿈 속에서도 저주하던 아들의 살해범 캐스터와 얼굴을 바꿀 수 밖에 없게 된다.
350,350,The Gift,더 기프트,4.5,2015,"미국,호주,중국",드라마/미스터리/스릴러,1시간 48분,"기억나지 않는 친구,아내의 유산 이후, 안정적인 삶을 위해 교외로 이사 온 부부 '사이먼'과 '로빈'우연히 남편 '사이먼'의 고등학교 동창 '고든'을 만나게 되지만, 그의 과도한 호의가 어쩐지 불편하다.그리고, 반갑지 않은 선물…부부에게 배달되는 의문의 선물과 함께 부부의 주변을 맴도는 ‘고든’ 그리고, 계속되는 불길한 일들로 인해 불안감에 휩싸이던 부부.마침내, 그들을 둘러싼 과거의 사건이 하나둘씩 드러나게 되는데…과연, 그들은 친구였을까?"
351,351,The Martian,마션,4,2015,"영국,미국,헝가리",모험/드라마/SF,2시간 24분,"NASA 아레스3탐사대는 화성을 탐사하던 중 모래폭풍을 만나고 팀원 마크 와트니가 사망했다고 판단, 그를 남기고 떠난다. 극적으로 생존한 마크 와트니는 남은 식량과 기발한 재치로 화성에서 살아남을 방법을 찾으며 자신이 살아있음을 알리려 노력한다. 마침내, 자신이 살아있다는 사실을 지구에 알리게 된 마크 와트니. NASA는 총력을 기울여 마크 와트니를 구출하기 위해 노력하고, 아레스3탐사대 또한 그를 구출하기 위해 그들만의 방법을 찾게 되는데... 전세계가 바라는 마크 와트니의 지구 귀환. 그는 과연 살아 돌아올 수 있을 것인가?"
352,352,Detective Conan Private Eye in the Distant Sea,명탐정 코난: 절해의 탐정,2.5,2013,일본,애니메이션,1시간 50분,뛰어난 분석력과 탐정 도구로 수수께끼를 해결하는 소년 탐정의 활약을 그린 국민적 애니메이션이 시리즈의 명탐정 코난의 17번째 극장판.
353,353,Detective Conan: The Raven Chaser,명탐정 코난: 칠흑의 추적자,2,2009,일본,애니메이션,1시간 50분,"도쿄를 중심으로 6건의 살인사건이 발생했다. 피해자들 옆에는 알파벳이 새겨진 6개의 마작패만이 남겨져 있다. 그리고 마지막 희생자가 남긴 한마디 “칠석, 교!” 사건의 진실을 밝히고 범인을 잡기 위한 특별 수사회의가 열리고 유명한 탐정과 코난은 수사회의에 참석하여 사건의 전모를 듣게 된다. 그러나 성별도, 직업도, 사는 곳도 다른 이들 6명의 피해자에게는 그 어떤 공통점도 없다! 사건은 해결의 실마리를 찾지 못하고 점점 미궁 속으로 빠져든다. 한편 회의를 마치고 돌아가던 코난은 검은조직의 일원인 ‘진’의 검은색 차량을 발견하게 되고 수사관 중 한 명이 그 차를 타고 떠나는 것을 목격한다. 코난은 경찰 내부에 잠입하며 정보를 캐내는 스파이가 있다는 것을 눈치채게 되고, 이 사건이 단순 연쇄살인 사건이 아님을 직감하게 된다. 칠월 칠석날을 앞두고 예고된 또 하나의 살인사건! 단독으로 사건을 해결해야만 하는 코난과 그런 코난의 정체를 위협하는 검은조직과의 정면승부! 코난은 자신 앞에 닥친 일생일대의 위기를 극복하고 천재적인 추리력을 발휘해 사건의 진범을 찾을 수 있을 것인가…"
354,354,DETECTIVE CONAN The Phantom of Baker Street,명탐정 코난: 베이커가의 망령,3,2002,일본,애니메이션,1시간 46분,"IT 회사 신드라 컴퍼니가 개발한 ‘코쿤’이라는 체험 시뮬레이션 게임 시연회에 참석한 코난. 게임이 시작되기 몇 분 전, 게임개발자인 카시무라가 ‘JTR’이라는 의문의 다잉 메시지를 남기고 살해 당한다. 메시지를 본 코난은 가상 게임 속에 살인 동기가 있을 것으로 직감하고 50명의 아이들과 함께 게임에 참여하게 된다. 하지만 인공 두뇌 ‘노아의 방주’의 서버 침입으로 게임은 통제불능의 상태에 빠지게 되고, ‘노아의 방주’는 19세기 전설적인 살인마 ‘잭 더 리퍼’를 이기지 못하면 게임에 참가한 50명의 아이들의 뇌를 전부 손상시키겠다고 협박하는데……"
355,355,순수의 시대,순수의 시대,2,2014,한국,시대극/드라마/역사,1시간 53분,"1398년, 태조 이성계는 제 손에 피를 묻혀 개국을 일군 왕자 이방원(장혁)이 아닌 어린 막내 아들을 정도전의 비호 하에 세자로 책봉하고, 왕좌와 권력을 둘러 싼 핏빛 싸움이 예고된다. 한편, 정도전의 사위이자 태조의 사위 진(강하늘)을 아들로 둔 장군 김민재(신하균)는 북의 여진족과 남의 왜구로부터 끊임없이 위태로운 조선의 국경선을 지켜낸 공로로 군 총사령관이 된다. 왕이 될 수 없었던 왕자 이방원, 여진족 어미 소생으로 정도전의 개로 불린 민재와 그의 친자가 아니라는 비밀 속에 쾌락만을 쫓는 부마 진. 민재는 어미를 닮은 모습의 기녀 가희(강한나)에게서 난생 처음 지키고 싶은 제 것을 발견한다. 하지만 그의 최초의 반역, 야망의 시대를 거스르는 그의 순수는 난세의 한 가운데 선 세 남자와 막 태어난 왕국 조선의 운명을 바꿀 피 바람을 불러온다."
356,356,강남1970,강남 1970,2,2014,한국,액션/드라마,2시간 15분,"1970년, 강남땅을 향한 위험한 욕망이 춤추기 시작한다! 호적도 제대로 없는 고아로, 넝마주이 생활을 하며 친형제처럼 살던 종대(이민호)와 용기(김래원). 유일한 안식처였던 무허가촌의 작은 판자집마저 빼앗기게 된 두 사람은 건달들이 개입된 전당대회 훼방 작전에 얽히게 되고 그 곳에서 서로를 잃어버린다. “땅 종대, 돈 용기! 끝까지 한번 가 보자!” 3년 후, 자신을 가족으로 받아 준 조직 두목 출신 길수(정진영)의 바람과 달리, 잘 살고 싶다는 꿈 하나로 건달 생활을 하게 되는 종대. 정보와 권력의 수뇌부에 닿아있는 복부인 민마담(김지수)과 함께 강남 개발의 이권다툼에 뛰어든 종대는 명동파의 중간보스가 된 용기와 재회하고, 두 사람은 정치권까지 개입된 의리와 음모, 배신의 전쟁터. 그 한 가운데에 놓이게 되는데..."
357,357,너는 펫,너는 펫,1,2011,한국,로맨틱코미디,1시간 50분,"고학력, 고수입에 먹히는 외모까지! 꽉 찬 나이와 욱하는 성격만 빼곤 무엇 하나 빠지지 않던 플래티넘 미스 은이는, 잘 나가던 국제부 기자에서 패션지 에디터로 발령이 나고 만다. 게다가 너무 잘난 여자는 부담스럽다며 애인에게까지 차이게 된 은이는 지금 폭발 직전이다!  까칠할대로 까칠해진 은이 앞에 어느 날 애처로운 모습으로 상자에 담긴 인호가 발견되고, 마치 길 잃은 강아지 마냥 안식처를 구하던 인호는 은이의 충실한 펫 모모가 되겠다며 막무가내 애교로 혼을 빼놓는다. 어떤 일이 있어도 주인님 전화는 꼭 받기, 피곤해서 돌아오면 반갑게 맞이하러 나가기, 택배 잘 받아 두기 등 완벽한 펫 모모와 함께 살면서 점점 길들여진 은이. 하지만 주인과 펫의 관계가 되어 행복한 동거 생활을 해나가던 두 사람 앞에 어느 날 은이의 첫사랑이 나타나면서 위기가 찾아 오는데…"
358,358,KNOCK KNOCK,노크 노크,3.5,2015,"미국,칠레",공포/드라마/스릴러,1시간 39분,"가족에게 헌신적이고 누구보다 아내와 아이들을 사랑하는 성공한 건축가 에반(키아누 리브스)은 휴일을 맞아 여행을 떠난 가족들을 뒤로 하고 홀로 집에 남아 오랜만의 한적함에 젖어 든다. 작업에 열중하고 있던 에반은 폭우 속에 ‘똑,똑’ 문을 두들기는 소리를 듣고 낯선 두 여자와 처음 마주하게 된다. 비에 온몸이 젖은 육감적인 모습의 두 여자, 제네시스(로렌자 이조)와 벨(아나 드 아르마스)은 에반의 호의에 집으로 들어와 젖은 몸을 녹이게 되고 에반의 계속되는 호의 속에 서서히 끈적한 눈빛을 건네기 시작하는데…"
359,359,Kung Fu Panda 2,쿵푸팬더 2,3,2011,미국,애니메이션/판타지/가족/모험/액션/코미디,1시간 31분,"용의 전사가 되어 무적의 5인방과 함께 평화의 계곡을 지키게 된 포. 진정한 용의 전사로 거듭나기 위해 시푸 사부와 쿵푸 수련에 매진하던 중, 셴 선생이 위대한 쿵푸 사부들을 하나 둘 씩 제거하고 있다는 소식을 듣게 된다. 여전히 바람을 가르는 주먹의 소리보다 배에서울리는 꼬르륵 소리가 더 크고, 오랜 숙적인 계단 앞에서는 맥을 못 추는 천방지축 팬더 포. 이제 막 정식 수련을 시작하는 포에게 쿵푸를 지켜야 한다는 막중한 미션이 주어지고, 포는 무적의 5인방과 함께 길을 떠난다. 과연 포는 쿵푸의 대가들도 막지 못한 셴 선생의 비밀병기에 맞서 쿵푸를 지킬 수 있을까?"
360,360,Toy Story 3,토이 스토리 3,5,2010,미국,애니메이션/코미디/가족/판타지/모험/키즈,1시간 42분,"모든 장난감들이 겪는 가장 슬픈일은 바로 주인이 성장해 더이상 자신들과 놀아주지 않는 것. 우디와 버즈에게도 그 위기가 찾아온다. 앤디가 대학에 진학, 집을 떠나게 된 것.  헤어짐의 불안에 떨던 토이들은 앤디 엄마의 실수로 집을 나오게 된 이들은 우여곡절 끝에 탁아소에 기증되는 신세가 된다.  그런데 오마이갓! 어린이집 애들 장난이 아니게 난폭하고 험하다. 그리고 상상도 못했던 거대한 음모까지 숨겨져 있는 어린이집 장난감의 세계.  그러다 앤디가 여전히 자신들을 사랑한다는 사실을 알게 된 토이 군단은 앤디 곁으로 돌아가기 위해 생애 가장 큰 모험을 결심한다. 우디를 중심으로 똘똘뭉친 토이들 과연 이들의 위대한 탈출은 성공할 것인가?"
361,361,잠복근무,잠복근무,3,2005,한국,액션/코미디,1시간 51분,"강력계 악바리 여형사 천재인. 학창시절 강북을 평정한 쌈짱이었으나 각고의 노력 끝에 ‘합법적인 주먹의 직업’ 으로 거듭난 그녀. 그런 그녀에게 일생일대의 위기와 함께 중요한 임무가 주어졌으니, 바로 사건의 열쇠인, 조폭 부두목의 소재파악을 위해, 숨겨진 딸 차승희 반에 위장잠입하라는 것. 승희의 호감을 사기 위해 온갖 계략(?)을 꾸미는 그녀에게 얼음공주 승희는 눈길 한번 안주고, 오히려 학교 일진들의 색다른 태클은 매일 이벤트처럼 이어진다. 끓어오르는 주먹을 이성으로 누르며, 근무하랴... 담임에게 끌려가서 벌서랴... 어떤 현장보다 이번 작전이 재인은 고통스럽다. 그런 와중에도 한가지 흐뭇함이 있으니, 바로 같은 반 꽃미남 노영. 그만이 재인의 학교 출동에 유일한 설레임이고 위안이었으니..."
362,362,Godzilla,고질라,3.5,1998,"미국,일본",액션/SF/스릴러,2시간 18분,"남태평양 프렌치 폴리네시아(French Polynesi) 군도에서 프랑스는 30년간 수차례의 핵실험을 강행한다. 핵폭탄의 눈부신 섬광과 엄청난 위력에 섬에 살고 있던 파충류들과 해안에 살고 있던 각종 생물들은 거의 전멸하다시피 한다. 그후, 시간이 지나 남태평양에서 조업 중인 초대형 일본 원양어선이 침몰되어 자메이카의 해변에서 처참한 몰골로 발견되고, 파나마의 숲과 해안에서 뉴욕으로 향하는 초대형 발자국이 발견된다. 이에 체르노빌(Chernobyl Ukraine)에서 핵오염 이후의 지렁이 DNA 돌연변이를 연구하던 핵감시 위원회 소속의 타토폴로스 박사와 여류 생물학자 엘시 챕만이 미국무부에 의해 급파되어 조사한다.  그러는 와중에도 미국 해안에 정박된 배들이 일시에 뒤집어지고 바다 속으로 빨려들어가는 재해가 잇따른다. 정체를 알 수 없는 엄청난 파괴력을 가진 생명체가 지금 뉴욕을 향해 전속력으로 돌진하고 있다. 마침내, 뉴욕에 나타난 이 괴물은 거대한 생명체 ‘고질라’로, 뉴욕의 빌딩들은 거대한 괴력에 초토화 된다. 괴물의 정체를 하나하나 밝혀나가던 닉은 이 괴물이 무성생식으로 알을 품었거나 낳았을 것을 알게 되나, 군수뇌부는 이를 믿지 않는다. 괴물의 무자비한 괴력이 도시를 짓밟고, 사람들은 공포의 도가니에 빠진다. 뉴욕 한복판에서 광폭하게 날뛰는 고질라를 막기 위해 군대와 탱크가 동원되지만 거대하고 빠르고 무시무시한 힘을 가진 괴물에게 대항하기엔 역부족."
363,363,순정만화,순정만화,3.5,2008,한국,로맨틱코미디/로맨스,1시간 53분,"연애 전략과는 거리가 먼 수줍은 서른 살 연우(유지태), 연애 경험이 전혀 없는 터프한 여고생 수영(이연희). 새로운 연애를 시작할 용기가 없는 스물아홉 하경(채정안), 짝사랑 때문에 애타는 연하남 강숙(강인). 예상하지 못한 순간, 상상도 못한 상대에게 빠져버린 네 남녀가 만들어가는 서툴러서 더욱 특별한 연애 이야기. [제15회 제천국제음악영화제]

출근 길 엘리베이터에서 아래층 여고생(이연희)과 마주친 서른 살 연우(유지태). 그러나 다음 순간, ‘덜커덩’ 소리와 함께 엘리베이터가 멈춰버린다. ‘혹시 어린 학생이 겁이라도 먹지 않았을까?’ 걱정은 되지만, 워낙 수줍음 많은 성격 탓에 말도 못 걸고 안절부절 하는 연우의 귀에 귀여운 학생이 내 뱉은 한 마디가 들려온다. 한편, 막차를 기다리는 텅 빈 지하철 역. 스물 둘 강숙(강인)은 방금 스쳐 지나간 긴 머리의 하경(채정안)에게서 눈길을 떼지 못한다. 어딘지 모르게 슬픔이 배어 있는 그녀의 뒷모습을 보며 ‘말을 걸어? 말어?’ 망설이던 강숙. 막차는 떠나려고 하는데 그녀는 도무지 탈 기색이 없고, 강숙은 충동적으로 그녀의 손을 잡아 끌어 지하철에 태우는데..."
364,364,Disturbia,디스터비아,2,2007,미국,범죄/공포/스릴러,1시간 44분,"급작스런 아버지의 죽음으로 인해 문제아로 변한 케일(샤이아 라보프)은 결국 수업 중 교사를 폭행하게 되고, 법원은 그에게 90일간의 가택 연금을 결정한다. 발목엔 감시장치가 부착되고 30미터, 겨우 100걸음 밖으로는 나갈 수 없는 상황. 엄마(캐리 앤 모스)에게 비디오 게임과 케이블 TV마저 빼앗기자 집은 감옥이 된다. 지루함을 이겨볼 겸, 고성능 망원경으로 이웃들을 엿보기 시작하는 케일. 마침 옆집에 이사온 아름다운 소녀 애슐리(사라 로머)에게 호감을 느낀 케일은 그녀를 관찰하게 된다.  24시간 창밖 리얼리티 쇼가 계속되던 중, 케일은 또 다른 집에서 벌어지는 살인의 현장을 목격하게 되고 그가 최근 발생한 납치 연쇄살인 사건의 범인이라는 확신을 갖게 된다. 하지만 그 누구도 케일의 말을 믿어주지 않고, 그 남자의 알리바이는 누가 봐도 명확하다. 케일과 친구 로니, 그리고 애슐리까지 합세한 잠복근무는 결국 들키게 되고, 엄마는 옆집 남자에게 초대를 받는데……"
365,365,마이웨이,마이웨이,2,2011,한국,전쟁/드라마,2시간 17분,"1938년 경성. 제 2의 손기정을 꿈꾸는 조선청년 준식(장동건). 일본 최고의 마라톤 대표선수 타츠오(오다기리 조). 어린 시절부터 서로에게 강한 경쟁의식을 가진 두 청년은 각각 조선과 일본을 대표하는 세기의 라이벌로 성장한다. 그러던 어느 날, 준식은 예기치 못한 사건에 휘말려 일본군에 강제 징집된다. 그로부터 1년 후, 타츠오는 일본군 대위가 되었고 둘은 운명적인 재회를 하게 된다. 2차 세계대전의 거대한 소용돌이에 던져진 두 청년은 중국과 소련, 독일을 거쳐 노르망디에 이르는 12,000Km의 끝나지 않는 전쟁을 겪으며 점차 서로의 희망이 되어가는데…"
366,366,The Hurt Locker,허트 로커,4.5,2008,미국,드라마/스릴러/전쟁,2시간 10분,"이라크 바그다드에서 특수임무를 수행하는 폭발물 제거반 EOD. 예기치 못한 사고로 팀장을 잃은 EOD팀에 새로 부임한 팀장 ‘제임스’(제레미 레너)는 독단적 행동으로 팀원들을 위험천만한 상황에 빠뜨린다. 언제 터질 지 모를 급조폭발물과 시민인지 자폭 테러리스트인지 구분할 수 없는 낯선 사람들은 EOD팀을 극도의 긴장과 불안감에 빠뜨리고, ‘제임스’의 무리한 임무 수행으로 팀원들간의 갈등은 깊어져 간다.  숨막히는 공포 속에서 하루하루 본국으로 돌아갈 날을 손꼽아 기다리지만, ‘킬 존’에서의 시간은 더디게만 흘러가는데… 제대까지 남은 시간 D-38. 과연 이들은 무사히 본국으로 돌아갈 수 있을까?"
367,367,돈의 맛,돈의 맛,4,2012,한국,드라마,1시간 55분,"대한민국을 돈으로 지배하는 재벌 백씨 집안의 탐욕스러운 안주인 ‘금옥(윤여정)’. 돈에 중독되어 살아온 자신의 삶을 모욕적으로 느끼는 그녀의 남편 ‘윤회장(백윤식)’. 백씨 집안의 은밀한 뒷일을 도맡아 하며 돈 맛을 알아가는 비서 ‘영작(김강우)’. 그런 ‘영작’에게 묘한 감정을 느끼며 다가가는 장녀 ‘나미(김효진)’. 돈을 지배한, 돈에 지배된 그들의 얽히고 설킨 권력, 욕정, 집착의 관계들! 돈의 맛에 중독된 대한민국 최상류층의 숨겨진 이야기가 공개된다!"
368,368,The Foul King,반칙왕,4,2000,한국,스포츠/드라마/코미디,1시간 52분,"어눌하고 소심한 은행원 임대호(송강호). 그는 하루걸러 지각에 실적도 저조하고 제대로 되는 일이라곤 하나도 없다. 매일 그를 괴롭히는 부지점장(송영창)의 헤드락걸기는 정말 지긋지긋하다. 어느날 찾아간 체육관에서 '반칙왕' 울트라 타이거마스크의 사진을 보고 흥분한 그는 얼떨결에 장관장(장항선)에게 레슬링을 배우겠다고 선언해버린다. 자신의 철없는 행동을 후회하는 것도 잠시, 매일 고된 훈련이 시작된다. 피도 눈물도 없이 맹연습을 시키는 교관은 다름아닌 장관장의 딸 민영(장진영). 그녀는 레슬링 프로모션 외에는 도무지 관심이 없다. 대호에게 이 모진 훈련은 곧 자신과의 싸움. 연습을 거듭할수록 자신에게도 가슴 속 깊이 감춰 둔 열정이 이글거리고 있음을 발견한다. 한편, 부지점장의 횡포는 점점 심해지고 설상가상으로 친구 두식(정웅인) 마저 상사에게 반항하다 퇴출 당하고 만다. 그럼에도 불구하고, 링 위에서만큼은 최고가 되고 싶다는 일념을 불태우는 대호는 레슬링 연습에 더욱 매진하는데..."
369,369,몽타주,몽타주,3.5,2012,한국,드라마/스릴러,2시간 00분,"15년 전 사라졌던 범인, 그리고 15년 후 반복되는 사건. 15년 전, 한 유괴범이 종적을 감춰 버린다.  범인은 공소시효가 종료되기 5일 전, 사건현장에 꽃 한 송이를 가져다 놓는다. 그로부터 며칠 후 15년 전 사건과 동일한 범죄가 되풀이 되는데... "
370,370,몽정기,몽정기,4,2002,한국,틴에이저/드라마/코미디,1시간 34분,"용천 중학교 2학년 6반의 담임을 맡고 있던 노총각 공병철(이범수 분). 비록 고지식한 성격과 지저분한 ‘더티 테리우스’로 불리지만 아직 더할 나위 없이 순수함을 간직한 훌륭한 선생이다. 

그런데 요즘, 동현을 비롯한 반 아이들의 상태가 심상치 않다. 알고 보니 남자라면 한번씩 겪고 지나가는 몽정기에 접어든 것. 

자신도 겪은, 너무나 자연스런 현상임을 알기에 아이들의 황당하고 엉뚱한 행동을 그냥 웃어넘기던 병철이지만, 어느날 자신의 학급으로 파견된 싱그럽고 아리따운 여자 교생 유리(김선아 분)가 오고부터 상황은 달라진다.

유리가 등장하면서 가뜩이나 달아오른 몸이 더 달아오르기 시작하는 동현과 친구들은 성적 호기심의 대상이 꿈 속의 이름 모를 캔디에서 유리에게로 꽂히게 된다.

급기야 이들은 유리의 관심을 끌려 노력으로 무모하고 황당한 행동을 한다.

하지만, 유리의 관심은 오로지 옛 스승이자 사춘기 시절 짝사랑의 대상이었던 공병철 뿐인데."
371,371,The Tuxedo,턱시도,3,2002,미국,액션/코미디,1시간 39분,"총알 택시 운전사 지미 통(성룡), 그의 환성적인 운전 솜씨를 눈여겨 보던 비밀 첩보국 CSA는 그를 최고의 비밀 요원 데블린의 개인 운전사로 스카웃한다. 하지만 데블린의 진짜 정체도 모른 채 그의 집으로 들어온 지미. 그저 백만장자에 적당한 여자나 꼬시며 인생을 즐기는 듯 보이는 데블린과 스스럼 없이 지내는데. 그러나 친구처럼 지내는 둘 사이에도 꼭 지켜야할 규칙은 있었다. 어느 날, 데블린의 차가 정체 모를 폭탄 테러를 당한다. 지미를 구하고 중상을 입은 데블린. 의식을 잃어가며 지미에게 '턱시도'를 남기는데. 혼란스러운 지미. 어떨결에 턱시도를 입은 지미는 상상도 못한 국가 기밀을 알게 된다. 자신이 입은 턱시도가 바로 CSA가 자랑하는 세계 최고의 최첨단 비밀 병기라는 것. 그리고 특공무술에 스파이더맨 시범까지 제멋대로 움직이는 턱시도에 혼쭐이 난 지미에게 갑자기 본부로부터 비밀 지령이 떨어진다. 바로 전세계 식수 시장을 장악하려는 배닝의 음모를 파헤치라는 것. 위험천만한 첩보 세계에 뛰어든 지미 통, 그는 과연 세계를 구할 수 있을까?"
